tips,lem_words,lem_tags,word_tags,lng,lat
"You can only update your oyster at the ticket machine and the taxi firm within the station (BR5 Cars) are excellent, really friendly drivers.",only update oyster ticket machine taxi firm station br car be excellent really friendly driver,RB VB NN NN NN NN NN NN NN NN VB JJ RB JJ NN,"[only/RB, update/VB, oyster/NN, ticket/NN, machine/NN, taxi/NN, firm/NN, station/NN, br/NN, car/NN, be/VB, excellent/JJ, really/RB, friendly/JJ, driver/NN]",51.3948416481,0.106114457407
Best seats in the house are the 8-10 seat raised booth in middle of restaurant floor and the converted New York yellow taxi cars outside,best seat house be seat raise booth middle restaurant floor converted new york yellow taxi car outside,JJ NN NN VB NN VB NN NN NN NN JJ NN NN JJ NN NN JJ,"[best/JJ, seat/NN, house/NN, be/VB, seat/NN, raise/VB, booth/NN, middle/NN, restaurant/NN, floor/NN, converted/JJ, new/NN, york/NN, yellow/JJ, taxi/NN, car/NN, outside/JJ]",51.5426509628,-0.00719299184783
If someone asks you for money because they can't get home - it's a lie and you shouldn't give anything. Tell them you'll order them a taxi and they can pay when they get home.,someone ask money get home lie shouldn give anything tell ll order taxi pay get home,NN VB NN VB NN NN VB JJ NN VB JJ NN NN VB VB NN,"[someone/NN, ask/VB, money/NN, get/VB, home/NN, lie/NN, shouldn/VB, give/JJ, anything/NN, tell/VB, ll/JJ, order/NN, taxi/NN, pay/VB, get/VB, home/NN]",51.5411384945,-0.00321921218331
Amazing variety of fruit & veg!,amazing variety fruit veg,JJ NN NN NN,"[amazing/JJ, variety/NN, fruit/NN, veg/NN]",51.5003277995,-0.0761283643987
It's like a graveyard of despair regret and bitter resentment. Nice ales too.,graveyard despair regret bitter resentment nice ale too,NN NN NN JJ NN JJ NN RB,"[graveyard/NN, despair/NN, regret/NN, bitter/JJ, resentment/NN, nice/JJ, ale/NN, too/RB]",51.5901122071,-0.105289583465
Welcome to Sharjah Media Centre Stand ME-500,welcome sharjah medium centre stand,JJ VB NN NN VB,"[welcome/JJ, sharjah/VB, medium/NN, centre/NN, stand/VB]",51.5092935374,0.029422605549
Be aware there will be disruption in the coming months once the Crossrail modifications take place.,be aware be disruption coming month crossrail modification take place,VB JJ VB NN JJ NN NN NN VB NN,"[be/VB, aware/JJ, be/VB, disruption/NN, coming/JJ, month/NN, crossrail/NN, modification/NN, take/VB, place/NN]",51.4910493779,0.11989334507
"South Eastern trains are often late, but every now and again they leave early to catch you out.",south eastern train be often late now again leave early catch out,RB JJ NN VB RB JJ RB RB VB JJ VB RB,"[south/RB, eastern/JJ, train/NN, be/VB, often/RB, late/JJ, now/RB, again/RB, leave/VB, early/JJ, catch/VB, out/RB]",51.4920419183,0.152433323318
Nice to see the lifts actually working,nice see lift actually work,JJ VB NN RB VB,"[nice/JJ, see/VB, lift/NN, actually/RB, work/VB]",51.5258605474,0.146555900574
There's a Barclays cash machine on platform 1 for free withdrawals.,barclays cash machine platform free withdrawal,JJ NN NN NN JJ NN,"[barclays/JJ, cash/NN, machine/NN, platform/NN, free/JJ, withdrawal/NN]",51.4635913775,0.133193562723
"Use the Puccino's Cafe, very friendly staff and good coffee",use puccino cafe very friendly staff good coffee,VB NN NN RB JJ NN JJ NN,"[use/VB, puccino/NN, cafe/NN, very/RB, friendly/JJ, staff/NN, good/JJ, coffee/NN]",51.4647569398,0.101024167309
If you miss your train and want a decent coffee exit on side opposite offices there is a cafe in parade called Cafe Royale - best coffee in Plumstead and very friendly,miss train want decent coffee exit side opposite office be cafe parade call cafe royale best coffee plumstead very friendly,VB NN VB JJ NN NN NN JJ NN VB NN NN VB NN NN JJ NN JJ RB JJ,"[miss/VB, train/NN, want/VB, decent/JJ, coffee/NN, exit/NN, side/NN, opposite/JJ, office/NN, be/VB, cafe/NN, parade/NN, call/VB, cafe/NN, royale/NN, best/JJ, coffee/NN, plumstead/JJ, very/RB, friendly/JJ]",51.4897741952,0.0843286514282
Full of dishonest people who hardly ever buy a ticket,full dishonest person hardly ever buy ticket,JJ JJ NN RB RB VB NN,"[full/JJ, dishonest/JJ, person/NN, hardly/RB, ever/RB, buy/VB, ticket/NN]",51.4816096786,0.175152549129
"If you miss a direct train to Charing X, you can often catch a connection from London Bridge, by getting a Cannon St service.",miss direct train chare often catch connection london bridge get cannon st service,VB JJ NN VB RB VB NN NN NN VB NN NN NN,"[miss/VB, direct/JJ, train/NN, chare/VB, often/RB, catch/VB, connection/NN, london/NN, bridge/NN, get/VB, cannon/NN, st/NN, service/NN]",51.4898894312,0.0692224502563
Step-free access to the London bound track is via the level crossing.,step free access london bound track be level cross,NN JJ NN NN JJ NN VB NN VB,"[step/NN, free/JJ, access/NN, london/NN, bound/JJ, track/NN, be/VB, level/NN, cross/VB]",51.5167156434,0.19076116873
I don't want to hear your inane conversation on your mobile whilst on the quiet carriage!!!,don want hear inane conversation mobile whilst quiet carriage,VB VB VB JJ NN JJ NN JJ NN,"[don/VB, want/VB, hear/VB, inane/JJ, conversation/NN, mobile/JJ, whilst/NN, quiet/JJ, carriage/NN]",51.5397409211,0.0805170430543
"Give yourself plenty of time to get a ticket, especially in the mornings as there is only one machine and the ticket office is hardly ever open!",give plenty time get ticket especially morning be only machine ticket office be hardly ever open,VB NN NN VB NN RB NN VB RB NN NN NN VB RB RB JJ,"[give/VB, plenty/NN, time/NN, get/VB, ticket/NN, especially/RB, morning/NN, be/VB, only/RB, machine/NN, ticket/NN, office/NN, be/VB, hardly/RB, ever/RB, open/JJ]",51.4911302873,0.0546600669622
Area full of gimps!!,area full gimp,NN JJ NN,"[area/NN, full/JJ, gimp/NN]",51.5680937725,0.128836890859
Very reliable Train Service Here,very reliable train service here,RB JJ NN NN RB,"[very/RB, reliable/JJ, train/NN, service/NN, here/RB]",51.4650610815,0.159714219383
Very good connection to other parts from here; out and turn left... Bus station just after tesco goes pretty much everywhere!,very good connection other part here out turn left bus station just tesco go pretty much everywhere,RB JJ NN JJ NN RB RB NN VB NN NN RB NN VB RB JJ RB,"[very/RB, good/JJ, connection/NN, other/JJ, part/NN, here/RB, out/RB, turn/NN, left/VB, bus/NN, station/NN, just/RB, tesco/NN, go/VB, pretty/RB, much/JJ, everywhere/RB]",51.4338922092,0.103340148926
Great place to film a variety of trains and Rolling stock,great place film variety train roll stock,JJ NN NN NN NN VB NN,"[great/JJ, place/NN, film/NN, variety/NN, train/NN, roll/VB, stock/NN]",51.4677571085,0.190179347992
"No falcons here, just wood pigeons.",falcon here just wood pigeon,NN RB RB NN NN,"[falcon/NN, here/RB, just/RB, wood/NN, pigeon/NN]",51.4592088598,0.0797176139853
Always expect delays in the morning rush hour.,always expect delay morning rush hour,RB VB NN NN NN NN,"[always/RB, expect/VB, delay/NN, morning/NN, rush/NN, hour/NN]",51.565746615,0.110914707184
"Exit station, turn left and walk round the corner to reach 'the Brothers'. Best fish & chips in the area!",exit station turn left walk round corner reach brother best fish chip area,NN NN NN VB VB NN JJ VB NN VB NN NN NN,"[exit/NN, station/NN, turn/NN, left/VB, walk/VB, round/NN, corner/JJ, reach/VB, brother/NN, best/VB, fish/NN, chip/NN, area/NN]",51.5640259241,0.0971174240112
Its ok actually and easy access to the city,actually easy access city,RB JJ NN NN,"[actually/RB, easy/JJ, access/NN, city/NN]",51.486701128,0.0310707092285
"Visit quite possibly the quietest bike shelter in the world adjacent to the Kent bound platform. Built months ago, never seen a bike yet",visit quite possibly quietest bike shelter world adjacent kent bound platform build month never see bike yet,NN RB RB JJ NN NN NN JJ NN JJ NN VB NN RB VB NN RB,"[visit/NN, quite/RB, possibly/RB, quietest/JJ, bike/NN, shelter/NN, world/NN, adjacent/JJ, kent/NN, bound/JJ, platform/NN, build/VB, month/NN, never/RB, see/VB, bike/NN, yet/RB]",51.4401187568,0.0501756791405
every day like cattle instead of humans we cram ourselves into those trains twice a day we squeeze into the crammed train to get our daily bread lol,day cattle instead human cram train twice day squeeze cram train get daily bread,NN NN RB NN JJ NN RB NN VB VB NN VB JJ NN,"[day/NN, cattle/NN, instead/RB, human/NN, cram/JJ, train/NN, twice/RB, day/NN, squeeze/VB, cram/VB, train/NN, get/VB, daily/JJ, bread/NN]",51.5591169288,0.0696730613708
"The number 8 is a Fibonacci number, being 3 plus 5. The next Fibonacci number is 13. 8 is the only positive Fibonacci number, aside from 1, that is a perfect cube. This however, is a train station.",number be fibonacci number be next fibonacci number be be only positive fibonacci number aside be perfect cube however be train station,NN VB JJ NN VB JJ NN NN VB VB JJ JJ NN NN NN VB JJ NN RB VB NN NN,"[number/NN, be/VB, fibonacci/JJ, number/NN, be/VB, next/JJ, fibonacci/NN, number/NN, be/VB, be/VB, only/JJ, positive/JJ, fibonacci/NN, number/NN, aside/NN, be/VB, perfect/JJ, cube/NN, however/RB, be/VB, train/NN, station/NN]",51.5396419619,0.0802940077474
Jimi Hendrix wrote Purple Haze in Forest Gate.,jimi hendrix write purple haze forest gate,NN NN VB JJ NN NN NN,"[jimi/NN, hendrix/NN, write/VB, purple/JJ, haze/NN, forest/NN, gate/NN]",51.5493171401,0.0234401839727
"A dark and dingy station in the middle of nowhere, you wonder am i in the Bronx? Or some recess of the suburban zeroness.",dark dingy station middle nowhere wonder be bronx recess suburban zeroness,JJ JJ NN NN RB VB VB NN NN JJ NN,"[dark/JJ, dingy/JJ, station/NN, middle/NN, nowhere/RB, wonder/VB, be/VB, bronx/NN, recess/NN, suburban/JJ, zeroness/NN]",51.5492669872,0.0443660436097
Catch a CHX train before 07.45 and you should get a seat.,catch chx train before get seat,VB JJ NN RB VB NN,"[catch/VB, chx/JJ, train/NN, before/RB, get/VB, seat/NN]",51.4338373538,0.125551710752
Be careful on midday and weekend trains going to Charing X - may be four carriages only!,be careful midday weekend train go chare be carriage only,VB JJ NN NN NN VB VB VB NN RB,"[be/VB, careful/JJ, midday/NN, weekend/NN, train/NN, go/VB, chare/VB, be/VB, carriage/NN, only/RB]",51.4482509948,0.178829933502
A rather big station with frequent DLR trains and regular trains. Appears to be well maintained.,rather big station frequent dlr train regular train appear be well maintain,RB JJ NN JJ NN NN JJ NN VB VB RB VB,"[rather/RB, big/JJ, station/NN, frequent/JJ, dlr/NN, train/NN, regular/JJ, train/NN, appear/VB, be/VB, well/RB, maintain/VB]",51.4899760833,0.0683790672916
At around 7:42 on weekdays there is an empty train to Wembly Park on the Jubilee line because it comes straight from the depot.,weekday be empty train wembly park jubilee line come straight depot,NN VB JJ NN RB NN NN NN VB RB NN,"[weekday/NN, be/VB, empty/JJ, train/NN, wembly/RB, park/NN, jubilee/NN, line/NN, come/VB, straight/RB, depot/NN]",51.5285222219,0.00516612610354
Trains stop at the far end of the platform in the direction of travel,train stop far end platform direction travel,NN VB RB NN NN NN NN,"[train/NN, stop/VB, far/RB, end/NN, platform/NN, direction/NN, travel/NN]",51.4657992463,0.00827467428861
"If you're heading to Kent, don't forget Oyster is NOT valid for travel.. Buy a ticket and save a £20 fine!! Expensive mistake to make....",re head ken don forget oyster be not valid travel buy ticket save fine expensive mistake make,NN VB VB VB VB NN VB RB JJ NN VB NN VB JJ JJ NN VB,"[re/NN, head/VB, ken/VB, don/VB, forget/VB, oyster/NN, be/VB, not/RB, valid/JJ, travel/NN, buy/VB, ticket/NN, save/VB, fine/JJ, expensive/JJ, mistake/NN, make/VB]",51.4555002541,0.0521097789756
Great views of the London skyline from the bridge over the A102. Walk down from platform 2 to find it.,great view london skyline bridge walk platform find,JJ NN NN NN NN NN NN VB,"[great/JJ, view/NN, london/NN, skyline/NN, bridge/NN, walk/NN, platform/NN, find/VB]",51.4841690242,0.0184283232694
Nice pub at bottom of slope Railway Tavern,nice pub bottom slope railway tavern,JJ NN NN NN NN NN,"[nice/JJ, pub/NN, bottom/NN, slope/NN, railway/NN, tavern/NN]",51.4400720029,0.147457122803
Mind the gap!,mind gap,VB NN,"[mind/VB, gap/NN]",51.4812395783,0.236947812059
Romford is full of douchés,romford be full douchés,NN VB JJ NN,"[romford/NN, be/VB, full/JJ, douchés/NN]",51.5749892118,0.183076858521
It even has trains,even have train,RB VB NN,"[even/RB, have/VB, train/NN]",51.5523661734,0.0451830415357
Plume of Feathers is a nice pub nearby.,plume feather be nice pub nearby,NN NN VB JJ NN RB,"[plume/NN, feather/NN, be/VB, nice/JJ, pub/NN, nearby/RB]",51.4830241346,0.00466103284944
"A good place to catch a train. Except Sundays, when it is a good place to get a rail replacement bus.",good place catch train sunday be good place get rail replacement bus,JJ NN VB NN NN VB JJ NN VB NN NN NN,"[good/JJ, place/NN, catch/VB, train/NN, sunday/NN, be/VB, good/JJ, place/NN, get/VB, rail/NN, replacement/NN, bus/NN]",51.5418368631,-0.00354608656883
Always windy best to bring along a scarf or jacket.,always windy best bring scarf jacket,RB JJ NN VB NN NN,"[always/RB, windy/JJ, best/NN, bring/VB, scarf/NN, jacket/NN]",51.5517963279,0.0257717283066
New coffee place at the station is quite nice. The guy that runs it is very friendly.,new coffee place station be quite nice guy run be very friendly,JJ NN NN NN VB RB JJ NN VB VB RB JJ,"[new/JJ, coffee/NN, place/NN, station/NN, be/VB, quite/RB, nice/JJ, guy/NN, run/VB, be/VB, very/RB, friendly/JJ]",51.4618283866,0.0275301933289
Super convenient station for a super convenient airport. I've gone from sitting on plane to sitting on train in as little as 5 minutes!,super convenient station super convenient airport have go sit plane sit train little minute,JJ JJ NN JJ JJ NN VB VB VB NN VB NN JJ NN,"[super/JJ, convenient/JJ, station/NN, super/JJ, convenient/JJ, airport/NN, have/VB, go/VB, sit/VB, plane/NN, sit/VB, train/NN, little/JJ, minute/NN]",51.503575711,0.0483622578929
Great place to catch a train,great place catch train,JJ NN VB NN,"[great/JJ, place/NN, catch/VB, train/NN]",51.4781836087,-0.0146655969605
"Not sure what Ben P is on about as there are no escalators at this station! Use the steps, they're excellent and go upwards as well as down! Very efficient!",not sure ben be be escalator station step re excellent go upwards as well down very efficient,RB JJ JJ VB VB NN NN NN NN JJ VB RB RB RB RB RB JJ,"[not/RB, sure/JJ, ben/JJ, be/VB, be/VB, escalator/NN, station/NN, step/NN, re/NN, excellent/JJ, go/VB, upwards/RB, as/RB, well/RB, down/RB, very/RB, efficient/JJ]",51.43805589,0.0714916728542
Passengers needing an early connection to cannon street should take the 5:06 charring cross from platform 1 and change at hither green for the 5:23 on Platfrom 3,passenger need early connection cannon street take charring cross platform change hither green,NN VB JJ NN NN NN VB NN NN NN NN RB JJ,"[passenger/NN, need/VB, early/JJ, connection/NN, cannon/NN, street/NN, take/VB, charring/NN, cross/NN, platform/NN, change/NN, hither/RB, green/JJ]",51.4497063344,0.0132388770266
As you're so close to Stratford station. Walk ya lazy bugger!,re so close stratford station walk ya lazy bugger,NN RB RB VB NN NN NN JJ NN,"[re/NN, so/RB, close/RB, stratford/VB, station/NN, walk/NN, ya/NN, lazy/JJ, bugger/NN]",51.5462378872,0.00627049660428
"I have heard that new connection lines are due at HG station, supposedly up to Kings Cross!",have hear new connection line be due hg station supposedly king cross,VB VB JJ NN NN VB JJ JJ NN RB NN NN,"[have/VB, hear/VB, new/JJ, connection/NN, line/NN, be/VB, due/JJ, hg/JJ, station/NN, supposedly/RB, king/NN, cross/NN]",51.4520011874,-0.00098705291748
Sandwich bar outside station is a good start.,sandwich bar outside station be good start,NN NN JJ NN VB JJ NN,"[sandwich/NN, bar/NN, outside/JJ, station/NN, be/VB, good/JJ, start/NN]",51.581949927,0.206036567688
Main c2c trains heading towards Southend and Shoesburyness .......... And heading to Fenchurch st when bound for London. District line available as well bound for London and trains to Romford Mon-Fri,main train head southend shoesburyness head fenchurch st bound london district line available well london train romford fri,JJ NN VB NN NN VB NN NN NN NN NN NN JJ RB NN NN VB JJ,"[main/JJ, train/NN, head/VB, southend/NN, shoesburyness/NN, head/VB, fenchurch/NN, st/NN, bound/NN, london/NN, district/NN, line/NN, available/JJ, well/RB, london/NN, train/NN, romford/VB, fri/JJ]",51.5589034822,0.250968933105
Leave plenty of time as trains never run to schedule (or at all),leave plenty time train never run schedule,VB NN NN NN RB VB VB,"[leave/VB, plenty/NN, time/NN, train/NN, never/RB, run/VB, schedule/VB]",51.4473765722,0.218961535585
Welcome to deepest suburbia.,welcome deepest suburbia,JJ JJ NN,"[welcome/JJ, deepest/JJ, suburbia/NN]",51.4054617576,0.0575938536045
Same design as Ebbsfleet International station so could cause confusion. Just remember one is called Ebbsfleet the other Stratford. Simples,same design ebbsfleet international station so cause confusion just remember one be call ebbsfleet other stratford simple,JJ NN JJ JJ NN RB VB NN RB VB NN VB VB VB JJ NN NN,"[same/JJ, design/NN, ebbsfleet/JJ, international/JJ, station/NN, so/RB, cause/VB, confusion/NN, just/RB, remember/VB, one/NN, be/VB, call/VB, ebbsfleet/VB, other/JJ, stratford/NN, simple/NN]",51.5448608144,-0.00877601865828
"Walk, don't run.",don run,VB NN,"[don/VB, run/NN]",51.5401240181,-0.0024172559521
"They've done it up and they've done it proud. The Olympics won't change much round here but, to ve fair, thus line's seen significant investment. Gold medals all round.",have do have do proud olympic win change much round here have fair thus line see significant investment gold medal round,VB VB VB VB JJ NN VB NN JJ NN RB VB JJ RB NN VB JJ NN NN NN NN,"[have/VB, do/VB, have/VB, do/VB, proud/JJ, olympic/NN, win/VB, change/NN, much/JJ, round/NN, here/RB, have/VB, fair/JJ, thus/RB, line/NN, see/VB, significant/JJ, investment/NN, gold/NN, medal/NN, round/NN]",51.5637691488,0.00808417797089
Credit card payments are only accepted until 10am Monday to Friday after which it is a coin-only permit to travel machine.,credit card payment be only accept be monday friday be coin only permit travel machine,NN NN NN VB RB VB VB NN NN VB NN RB VB VB NN,"[credit/NN, card/NN, payment/NN, be/VB, only/RB, accept/VB, be/VB, monday/NN, friday/NN, be/VB, coin/NN, only/RB, permit/VB, travel/VB, machine/NN]",51.4513885991,0.26291555617
"Great station, never particularly hectic, trains run on time and if you live the Brockley/St. Johns end, means you don't have to trapes to Lewisham. Also, around 8 minutes to London Bridge.",great station never particularly hectic train run time live brockley st johns end mean don have trape lewisham also minute london bridge,JJ NN RB RB JJ NN VB NN VB NN NN NN NN VB VB VB NN VB RB NN NN NN,"[great/JJ, station/NN, never/RB, particularly/RB, hectic/JJ, train/NN, run/VB, time/NN, live/VB, brockley/NN, st/NN, johns/NN, end/NN, mean/VB, don/VB, have/VB, trape/NN, lewisham/VB, also/RB, minute/NN, london/NN, bridge/NN]",51.4691636453,-0.0227666634616
Train on platform one. The first door is always in line with the CCTV camera post! Ps you're welcome!,train platform first door be always line cctv camera post ps re welcome,NN NN JJ NN VB RB NN JJ NN NN NN NN VB,"[train/NN, platform/NN, first/JJ, door/NN, be/VB, always/RB, line/NN, cctv/JJ, camera/NN, post/NN, ps/NN, re/NN, welcome/VB]",51.4654378468,-0.0140225887299
"Get up the platform heading west, way before your train comes! As it zigzags to the top!",get platform head west way train come zigzag top,VB NN VB JJ NN NN VB NN NN,"[get/VB, platform/NN, head/VB, west/JJ, way/NN, train/NN, come/VB, zigzag/NN, top/NN]",51.5433987804,-0.0245740468204
"Deptford was the birthplace of the Royal Navy, with royal docks established here by Henry VIII in 1513. Francis Drake set off in the Golden Hinde to circumnavigate the globe from here in 1577.",deptford be birthplace royal navy royal dock establish here henry viii francis drake set golden hinde circumnavigate globe here,NN VB NN JJ NN JJ NN VB RB NN NN NN NN NN JJ NN VB NN RB,"[deptford/NN, be/VB, birthplace/NN, royal/JJ, navy/NN, royal/JJ, dock/NN, establish/VB, here/RB, henry/NN, viii/NN, francis/NN, drake/NN, set/NN, golden/JJ, hinde/NN, circumnavigate/VB, globe/NN, here/RB]",51.4788170951,-0.0263071060181
Buy your ticket before you travel,buy ticket travel,VB NN VB,"[buy/VB, ticket/NN, travel/VB]",51.4768972933,-0.032604970417
Cafe staff are indeed lovely people.,cafe staff be indeed lovely person,NN NN VB RB JJ NN,"[cafe/NN, staff/NN, be/VB, indeed/RB, lovely/JJ, person/NN]",51.4562532149,-0.0190114974976
No station here... Yet!,station here yet,NN RB RB,"[station/NN, here/RB, yet/RB]",51.4901695144,-0.0465787282204
Shit hole!,shit hole,NN NN,"[shit/NN, hole/NN]",51.5125378184,-0.0397287366685
"when going london you shouldn't go from here, get a bus to Crayford for about £2 and then get a train from there :) its about £8 for an all day travel card from Crayford and nearly £13 from Greenhithe",go london shouldn go here get bus crayford about then get train about all day travel card crayford nearly,VB NN VB VB RB VB NN VB RB RB VB NN NN RB NN NN NN NN RB,"[go/VB, london/NN, shouldn/VB, go/VB, here/RB, get/VB, bus/NN, crayford/VB, about/RB, then/RB, get/VB, train/NN, about/NN, all/RB, day/NN, travel/NN, card/NN, crayford/NN, nearly/RB]",51.450526925,0.27995288372
Like stepping backwards in time.,step backward time,VB NN NN,"[step/VB, backward/NN, time/NN]",51.5931504286,0.233487609509
Most of the time London Overground trains leave from platform 5. But not always so check the board at the top of the stairs!,most time london overground train leave platform not always so check board top stair,JJ NN NN JJ NN VB NN RB RB RB VB NN NN NN,"[most/JJ, time/NN, london/NN, overground/JJ, train/NN, leave/VB, platform/NN, not/RB, always/RB, so/RB, check/VB, board/NN, top/NN, stair/NN]",51.4752955656,-0.0404423475266
Last station before the jubilee train goes underground ie no signal till Finchley Road or so,last station jubilee train go underground ie signal finchley road so,JJ NN NN NN VB NN NN NN JJ NN RB,"[last/JJ, station/NN, jubilee/NN, train/NN, go/VB, underground/NN, ie/NN, signal/NN, finchley/JJ, road/NN, so/RB]",51.5140159627,0.00824096103343
Total dump,total dump,NN NN,"[total/NN, dump/NN]",51.3948416481,0.106114457407
I live in the grey building across the way from the station. Wave!,live grey building way station wave,VB JJ NN NN NN NN,"[live/VB, grey/JJ, building/NN, way/NN, station/NN, wave/NN]",51.5470724318,-0.0427591849057
Jubilee Line Southbound. Check indicators as trains also depart from Platforms 13 and 15.,jubilee line southbound check indicator train also depart platform,NN NN JJ NN NN NN RB VB NN,"[jubilee/NN, line/NN, southbound/JJ, check/NN, indicator/NN, train/NN, also/RB, depart/VB, platform/NN]",51.5404965805,-0.00273171590277
Check the departures board before continuing to the platforms.,check departure board continue platform,VB NN NN VB NN,"[check/VB, departure/NN, board/NN, continue/VB, platform/NN]",51.5404615706,-0.00284949360506
"Nice station, automatic trains.",nice station automatic train,JJ NN JJ NN,"[nice/JJ, station/NN, automatic/JJ, train/NN]",51.478138871,-0.0143444538116
Cleanest station in London. Usually one of the only people getting on or off the train.,cleanest station london usually only person get train,JJ NN NN RB JJ NN VB NN,"[cleanest/JJ, station/NN, london/NN, usually/RB, only/JJ, person/NN, get/VB, train/NN]",51.5339633577,-0.014221072197
"I love watching the comings and goings of people. Summer is amazing here...the girls, the skirts, knee highs, tights, cleavage and bare thighs. It's Nirvana!",love watch coming going person summer be amazing here girl skirt knee high tight cleavage bare thigh nirvana,NN VB NN NN NN NN VB JJ RB NN NN NN NN NN NN JJ NN NN,"[love/NN, watch/VB, coming/NN, going/NN, person/NN, summer/NN, be/VB, amazing/JJ, here/RB, girl/NN, skirt/NN, knee/NN, high/NN, tight/NN, cleavage/NN, bare/JJ, thigh/NN, nirvana/NN]",51.5421915636,-0.00326595536285
Central Line Eastbound.,central line eastbound,JJ NN NN,"[central/JJ, line/NN, eastbound/NN]",51.541960132,-0.00356321254564
No DLR train from Bank stop here until past 7pm. to get to this station from Bank take the DLR to Canary Wharf and take any train from platform 5 to West India Quay Station.,dlr train bank stop here past pm get station bank take dlr canary wharf take train platform west india quay station,JJ NN NN VB RB JJ NN VB NN NN VB NN JJ NN VB NN NN VB NN JJ NN,"[dlr/JJ, train/NN, bank/NN, stop/VB, here/RB, past/JJ, pm/NN, get/VB, station/NN, bank/NN, take/VB, dlr/NN, canary/JJ, wharf/NN, take/VB, train/NN, platform/NN, west/VB, india/NN, quay/JJ, station/NN]",51.5068933469,-0.0206490484666
Its a really important station if you are on a train to Lewisham and you are not going in that direction...as I found out.,really important station be train lewisham be not go direction find out,RB JJ NN VB NN VB VB RB VB NN VB RB,"[really/RB, important/JJ, station/NN, be/VB, train/NN, lewisham/VB, be/VB, not/RB, go/VB, direction/NN, find/VB, out/RB]",51.5094095909,-0.0267010556317
"It's my first time riding a ""non human driving train"" ... It's great to seat at the very front and feel like you are the driver !! Great views at canary wharf station.",first time ride human drive train great seat very front feel be driver great view canary wharf station,JJ NN VB JJ VB NN JJ NN RB JJ VB VB NN JJ NN JJ NN NN,"[first/JJ, time/NN, ride/VB, human/JJ, drive/VB, train/NN, great/JJ, seat/NN, very/RB, front/JJ, feel/VB, be/VB, driver/NN, great/JJ, view/NN, canary/JJ, wharf/NN, station/NN]",51.5049494376,-0.0210499763489
A beautiful station. Very nice to walk through. A wide choice of train services.,beautiful station very nice walk wide choice train service,JJ NN RB JJ VB JJ NN NN NN,"[beautiful/JJ, station/NN, very/RB, nice/JJ, walk/VB, wide/JJ, choice/NN, train/NN, service/NN]",51.5274019891,0.00448764848792
"Only pass thru, delete from map of world",only pass thru delete world,RB VB NN VB NN,"[only/RB, pass/VB, thru/NN, delete/VB, world/NN]",51.3931335881,0.16823524754
"For trains to Charing Cross, Cannon Street and Victoria.",train chare cross cannon street victorium,NN VB JJ NN NN NN,"[train/NN, chare/VB, cross/JJ, cannon/NN, street/NN, victorium/NN]",51.4655252793,-0.0132682576308
On Eastbound Jubilee Line trains travel in the rear most carriage of the train for main exit from station.,eastbound jubilee line train travel rear most carriage train main exit station,NN NN NN NN NN JJ RB NN NN JJ NN NN,"[eastbound/NN, jubilee/NN, line/NN, train/NN, travel/NN, rear/JJ, most/RB, carriage/NN, train/NN, main/JJ, exit/NN, station/NN]",51.5035883873,-0.019020048608
"Big station with easy access to connecting trains. No lift access, but Toilet facilities available.",big station easy access connect train lift access toilet facility available,JJ NN JJ NN VB NN NN NN NN NN JJ,"[big/JJ, station/NN, easy/JJ, access/NN, connect/VB, train/NN, lift/NN, access/NN, toilet/NN, facility/NN, available/JJ]",51.5253068793,-0.0334587794533
Runs from Eltham station to new addington tram stop,run eltham station new addington tram stop,NN JJ NN JJ NN NN VB,"[run/NN, eltham/JJ, station/NN, new/JJ, addington/NN, tram/NN, stop/VB]",51.4317519637,0.0566617311687
"Slight trick, it's not actually on Avenue Road. It's actually over the bridge.",slight trick not actually avenue road actually bridge,JJ NN RB RB NN NN RB NN,"[slight/JJ, trick/NN, not/RB, actually/RB, avenue/NN, road/NN, actually/RB, bridge/NN]",51.4066817112,-0.0495930815575
The sooner your tram turns up the better!,sooner tram turn better,RB NN VB JJ,"[sooner/RB, tram/NN, turn/VB, better/JJ]",51.391567675,-0.0582588396154
"First stop *after* the lines split at Sandilands, so if there's a long wait - >10min - walk up to there!",first stop line split sandiland long wait min walk,RB VB NN VB NN JJ NN NN VB,"[first/RB, stop/VB, line/NN, split/VB, sandiland/NN, long/JJ, wait/NN, min/NN, walk/VB]",51.3797720073,-0.0732411542428
Usually good service. Gets busy in the mornings and on cold icy mornings.,usually good service get busy morning cold icy morning,RB JJ NN VB JJ NN JJ JJ NN,"[usually/RB, good/JJ, service/NN, get/VB, busy/JJ, morning/NN, cold/JJ, icy/JJ, morning/NN]",51.4010057462,-0.17840889289
Trams top at the end of the Addiscombe Railway Park.,tram top end addiscombe railway park,NN VB NN JJ NN NN,"[tram/NN, top/VB, end/NN, addiscombe/JJ, railway/NN, park/NN]",51.3848953759,-0.070307862361
very frequent,very frequent,RB JJ,"[very/RB, frequent/JJ]",51.3429722913,-0.0170430059686
