tips,ll,lng,lat,clean_stem,lem_words,lem_type
"Comfort, ive stayed in many hotels the length and bredth of this island, none have been as comfy as Premier inns. This one, i have only found oe fault, a little close to the road. I'll be back 5*","51.5069594955,0.22603687515",51.5069594955,51.5069594955,"[comfort, ive, stay, mani, hotel, length, bredth, thi, island, none, comfi, premier, inn, thi, one, onli, found, oe, fault, littl, close, road, back]",comfort ive stay many hotel length bredth island none have be comfy premier inn one have only find oe fault little close road be back,NN VB VB JJ NN NN NN NN NN VB VB JJ JJ NN NN VB RB VB JJ NN JJ NN NN VB RB
"Free WiFi at this hotel seems to be terribly slow. The expected speed is 0.23 Mbps as of August 7, 2014 (crowd-tested, not certified)","51.5105611987,-0.0435564328932",51.5105611987,51.5105611987,"[free, wifi, thi, hotel, seem, terribl, slow, expect, speed, mbp, august, certifi]",free wifi hotel seem be terribly slow expected speed be mbps august crowd test not certify,JJ NN NN VB VB RB VB JJ NN VB JJ JJ NN VB RB VB
Nice and cozy hotel. Rooms are clean and well furnitured. Just minute walk from tube station.,"51.5547247167,0.219418318212",51.5547247167,51.5547247167,"[nice, cozi, hotel, room, clean, well, furnitur, minut, walk, tube, station]",nice cozy hotel room be clean well furniture just walk tube station,JJ JJ NN NN VB JJ RB VB RB VB NN NN
Fantastic valid and right next to the Custom House DLR stop. Very handy for trips into London.,"51.5100328379,0.0270800700558",51.5100328379,51.5100328379,"[fantast, valid, right, next, custom, hous, dlr, stop, veri, handi, trip, london]",fantastic valid right next custom house dlr stop very handy trip london,JJ JJ JJ JJ NN NN NN VB RB JJ NN NN
Nice hotel with small  halls.per snel friendly.,"51.5636353341,0.0706518433651",51.5636353341,51.5636353341,"[nice, hotel, small, snel, friendli]",nice hotel small hall snel friendly,JJ NN JJ NN NN JJ
Nice clean hotel and good breakfast,"51.580122,0.140686",51.580122,51.580122,"[nice, clean, hotel, good, breakfast]",nice clean hotel good breakfast,JJ JJ NN JJ NN
"É um hotel simples, com uma boa cama e um chuveiro! Um pouco longe do centro e dos pontos turísticos, mas fica super perto de uma estação de trem que da acesso ao metro! O custo beneficio é muito bom","51.563902,0.065913",51.563902,51.563902,"[é, um, hotel, simpl, com, uma, boa, cama, e, um, chuveiro, um, pouco, long, centro, e, ponto, turístico, fica, super, perto, de, uma, estação, de, trem, que, da, acesso, ao, metro, custo, beneficio, é, muito, bom]",hotel simple com uma boa cama longe do centro dos pontos turísticos mas fica super perto uma metro custo beneficio muito bom,NN NN NN NN NN NN VB VB JJ NN NN RB JJ NN JJ NN NN NN NN NN NN NN
"New chef in residence in RG's restaurant and the food is amazing, Lamb 2 ways was extraordinary","51.4180989652,0.188872268764",51.4180989652,51.4180989652,"[new, chef, resid, rg, restaur, food, amaz, lamb, way, wa, extraordinari]",new chef residence rg restaurant food be amazing lamb way be extraordinary,JJ NN NN NN NN NN VB JJ NN NN VB JJ
The Olympic Village and Exchange Shopping Plaza are conveniently located close to the hotel.,"51.564158,0.065573",51.564158,51.564158,"[olymp, villag, exchang, shop, plaza, conveni, locat, close, hotel]",olympic village exchange shopping plaza be conveniently locate close hotel,JJ NN NN NN NN VB RB VB RB NN
"Далеко от центра и аэропорта на метро 1,5 часа Такси в час пик до Хитроу 100 фунтов:(","51.5119197791,0.011305551873",51.5119197791,51.5119197791,"[далеко, от, центра, и, аэропорта, на, метро, часа, такси, в, час, пик, до, хитроу, фунтов]",далеко от центра аэропорта на метро часа такси час пик до хитроу фунтов,NN NN NN NN NN NN NN NN NN NN NN NN NN
Bom hotel em relação qualidade/preço/localização,"51.5771262672,0.0681173804151",51.5771262672,51.5771262672,"[bom, hotel, em, relação]",bom hotel relação qualidade preço localização,JJ NN VB JJ NN NN
If you like your room to be cold like me..... Forget about it..... And the room do get stuffy too.....,"51.4778978664,-0.0137101491276",51.4778978664,51.4778978664,"[like, room, cold, like, forget, room, get, stuffi]",room be cold forget room do get stuffy too,NN VB VB VB NN VB VB JJ RB
Friendly & helpful staff. Clean and spacious rooms.,"51.4859951315,0.264047590675",51.4859951315,51.4859951315,"[friendli, help, staff, clean, spaciou, room]",friendly helpful staff clean spacious room,JJ JJ NN NN JJ NN
"Value for money rooms, good fare in our restaurant with fair prices ... what could you ask? Smiles? Also included ;-) (Ed)","51.4568601826,0.256775728442",51.4568601826,51.4568601826,"[valu, money, room, good, fare, restaur, fair, price, could, ask, smile, also, includ, ed]",value money room good fare restaurant fair price ask smile also include ed,NN NN NN JJ NN NN JJ NN VB NN RB VB NN
"Convenient located at ExCel, extremely friendly staff. Never seen a hotel before where guests have access to a fully stocked fridge and kitchen","51.5141379272,0.0318205080338",51.5141379272,51.5141379272,"[conveni, locat, excel, extrem, friendli, staff, never, seen, hotel, befor, guest, access, fulli, stock, fridg, kitchen]",convenient locate excel extremely friendly staff never see hotel guest have access fully stock fridge kitchen,JJ VB NN RB JJ NN RB VB NN NN VB NN RB VB NN NN
"Nice garden to drink in over looking the Thames, nice on a summers day!","51.4828394585,0.230981111526",51.4828394585,51.4828394585,"[nice, garden, drink, look, thame, nice, summer, day]",nice garden drink look thame nice summer day,JJ NN VB VB NN JJ NN NN
Excellent service. Very friendly staff.  Rooms are spacious. Good quality breakfast too although being in the Westfield centre there are cheaper options. The only let down is a lack of parking.,"51.5441059621,-0.0089019271012",51.5441059621,51.5441059621,"[excel, servic, veri, friendli, staff, room, spaciou, good, qualiti, breakfast, although, westfield, centr, cheaper, option, onli, let, lack, park]",excellent service very friendly staff room be spacious good quality breakfast too be westfield centre be cheaper option only let down be lack parking,JJ NN RB JJ NN NN VB JJ JJ NN NN RB VB JJ NN VB JJ NN RB VB RB VB NN NN
Excellent hotel and rates. Can recommend,"51.5071354581,-0.0213432894555",51.5071354581,51.5071354581,"[excel, hotel, rate, recommend]",excellent hotel rate recommend,JJ NN NN VB
Become our fan on Facebook https://www.facebook.com/Devonshire.Hotel.Hornchurch,"51.5577028264,0.220209360123",51.5577028264,51.5577028264,"[becom, fan, facebook, http]",become fan facebook https www facebook com devonshire hotel hornchurch,VB NN NN NN VB NN NN NN NN NN
Hardly any hairdryers..beds awfully bumpy..nice location,"51.58016,0.180895",51.58016,51.58016,"[hardli, ani, aw, locat]",hardly hairdryer bed awfully bumpy nice location,RB NN NN RB JJ JJ NN
Don't buy a bottle water cost 7 pounds!!,"51.5361641439,-0.00450088405914",51.5361641439,51.5361641439,"[buy, bottl, water, cost, pound]",don buy bottle water cost pound,VB VB NN NN NN NN
There's a Tesco a bit further,"51.5135006328,-0.0428809819493",51.5135006328,51.5135006328,"[tesco, bit]",tesco bit further,NN NN RB
"Good location and very reasonable for London. Does what it says on the tin, but get food elsewhere as there’s plenty to choose from","51.5368141656,-0.00371113587455",51.5368141656,51.5368141656,"[good, locat, veri, reason, london, doe, say, tin, get, food, elsewher, plenti, choos]",good location very reasonable london do say tin get food elsewhere plenty choose,JJ NN RB JJ NN VB VB NN VB NN RB NN VB
Epsilon Hotel NYE London,"51.5426275366,0.00764013445506",51.5426275366,51.5426275366,"[epsilon, hotel, nye, london]",epsilon hotel nye london,NN NN NN NN
It's ok. Very conveniently close to the Stratford station. I don't mind the rooms are fairly small and it's not the best hotel but it's great for the price,"51.5425093968,0.00758272889906",51.5425093968,51.5425093968,"[veri, conveni, close, stratford, station, mind, room, fairli, small, best, hotel, great, price]",very conveniently close stratford station do not mind room be fairly small be not best hotel be great price,RB RB JJ NN NN VB RB VB NN VB RB JJ VB RB JJ NN VB JJ NN
Nice hotel!,"51.549154,0.005135",51.549154,51.549154,"[nice, hotel]",nice hotel,JJ NN
"Cheap, clean and has a pub on the ground floor! 👍","51.4862858985,0.0173428868251",51.4862858985,51.4862858985,"[cheap, clean, ha, pub, ground, floor]",cheap clean have pub ground floor,JJ NN VB NN JJ NN
"Lovely, warmly place to stay. Staff very friendly... just the Internet very slow and something frustrating. Would love to come back again and hopefully the Internet would have improved","51.4758659364,-0.0198439691521",51.4758659364,51.4758659364,"[love, warmli, place, stay, staff, veri, friendli, internet, veri, slow, someth, frustrat, would, love, come, back, hope, internet, would, improv]",lovely warmly place stay staff very friendly just internet very slow something frustrating love come back again hopefully internet have improve,JJ RB NN VB NN RB JJ RB NN RB JJ NN NN VB VB RB RB RB NN VB VB
Decent food for a Canary Wharf hotel,"51.5008943892,-0.019985594815",51.5008943892,51.5008943892,"[decent, food, canari, wharf, hotel]",decent food canary wharf hotel,JJ NN JJ NN NN
Cash machine at hotel charges a fare.,"51.5080766189,0.0200092252947",51.5080766189,51.5080766189,"[cash, machin, hotel, charg, fare]",cash machine hotel charge fare,NN NN NN VB NN
"Quite, amazing hotel. Totally new","51.4652411141,-0.0115304426686",51.4652411141,51.4652411141,"[quit, amaz, hotel, total, new]",quite amazing hotel totally new,RB JJ NN RB JJ
"Wifi (available), close to a busstop, close to a McDonalds, basic comfort","51.546761508,0.0290633735264",51.546761508,51.546761508,"[wifi, avail, close, busstop, close, mcdonald, basic, comfort]",wifi available close busstop close mcdonald basic comfort,NN JJ NN NN RB VB JJ NN
It has a decent hotel too rooms r nice,"51.4444053551,0.216917846968",51.4444053551,51.4444053551,"[ha, decent, hotel, room, r, nice]",have decent hotel too room nice,VB JJ NN RB NN JJ
"Bean to cup coffee, biscuits, mini doughnuts and a tasty lunch. It's like they are paying you to go to a course!","51.5062762773,-0.0267441604553",51.5062762773,51.5062762773,"[bean, cup, coffe, biscuit, mini, doughnut, tasti, lunch, like, pay, go, cours]",bean cup coffee biscuit mini doughnut tasty lunch be pay go course,NN NN NN NN NN NN JJ NN VB VB VB NN
"Friendly service, but not the place for couples to get a rest or sleep. The rooms were the worst seen in hostel so far in UK.","51.5043331679,-0.0463385410185",51.5043331679,51.5043331679,"[friendli, servic, place, coupl, get, rest, sleep, room, worst, seen, hostel, far, uk]",friendly service not place couple get rest sleep room be worst see hostel so far uk,JJ NN RB NN NN VB NN VB NN VB JJ VB NN RB RB NN
Get down to breakfast early if you don't want to queue 50 minutes to eat!,"51.5017144975,-0.0236076487643",51.5017144975,51.5017144975,"[get, breakfast, earli, want, queue, minut, eat]",get breakfast early do not want queue minute eat,VB NN RB VB RB VB NN NN VB
"Roof top bar, cool setting, loads of seating, great views! Outdoor cinema, bowls, mini golf, baseball, roller disco, buy tix online. Food pop-ups, cocktail bar. Great for big groups and dates alike!","51.5418720922,-0.00119615665085",51.5418720922,51.5418720922,"[roof, top, bar, cool, set, load, seat, great, view, outdoor, cinema, bowl, mini, golf, basebal, roller, disco, buy, tix, onlin, food, cocktail, bar, great, big, group, date, alik]",roof top bar cool setting load seating great view outdoor cinema bowl mini golf baseball roller disco buy tix online food pop up cocktail bar great big group date alike,NN NN NN NN NN NN NN JJ NN JJ NN NN VB NN NN NN NN NN NN JJ NN NN NN NN NN JJ JJ NN NN RB
Great place to stay in London. Comfortable hotel with delicious breakfast and careful family staff. Excellent English pub with reasonable prices of beer. Great way how to meet local people.,"51.545070127,5.55701671375e-05",51.545070127,51.545070127,"[great, place, stay, london, comfort, hotel, delici, breakfast, care, famili, staff, excel, english, pub, reason, price, beer, great, way, meet, local, peopl]",great place stay london comfortable hotel delicious breakfast careful family staff excellent english pub reasonable price beer great way meet local person,JJ NN VB NN JJ NN JJ NN JJ NN NN JJ NN NN JJ NN NN JJ NN VB JJ NN
beware. 140 apartments. 14 parking spaces... Otherwise very nice. X,"51.544792297,0.000730473557775",51.544792297,51.544792297,"[bewar, apart, park, space, otherwis, veri, nice, x]",beware apartment parking space otherwise very nice,VB NN NN NN RB RB JJ
Do not try and find this place on foot in the dark.,"51.5119761957,-0.00343520257332",51.5119761957,51.5119761957,"[tri, find, thi, place, foot, dark]",do not try find place foot dark,VB RB VB VB NN NN JJ
A nice little escape if your staying in either of the Hotels.,"51.5087958794,0.0251269340515",51.5087958794,51.5087958794,"[nice, littl, escap, stay, either, hotel]",nice little escape stay hotel,JJ NN VB VB NN
Very tiny room. Poor furniture.,"51.5277835197,-0.0211812086545",51.5277835197,51.5277835197,"[veri, tini, room, poor, furnitur]",very tiny room poor furniture,RB JJ NN JJ NN
Great place for a gig,"51.4762029585,-0.0227382176396",51.4762029585,51.4762029585,"[great, place, gig]",great place gig,JJ NN NN
Very expensive for a pint. Hotel prices -- not worth it as a local.,"51.5051755061,-0.0341387716179",51.5051755061,51.5051755061,"[veri, expens, pint, hotel, price, worth, local]",very expensive pint hotel price not worth local,RB JJ NN NN NN RB JJ JJ
"Lived in the hotel upstairs. Very nice and clean rooms, helpful managers, good location. Pub downstairs was amazing))","51.545867431,0.00436309055808",51.545867431,51.545867431,"[live, hotel, upstair, veri, nice, clean, room, help, manag, good, locat, pub, downstair, wa, amaz]",live hotel upstairs very nice clean room helpful manager good location pub downstairs be amazing,VB NN NN RB JJ JJ NN JJ NN JJ NN NN NN VB JJ
"One of the best hotel breakfasts I've ever had. Smoothies are good, hash browns and sausages are excellent! Love the honey from honeycomb as well, and the abundance of fruit and cereal selection.","51.5020109647,4.29153442383e-05",51.5020109647,51.5020109647,"[one, best, hotel, breakfast, ever, smoothi, good, hash, brown, sausag, excel, love, honey, honeycomb, well, abund, fruit, cereal, select]",best hotel breakfast ve ever have smoothy be good hash brown sausage be excellent love honey honeycomb as well abundance fruit cereal selection,JJ NN NN NN RB VB NN VB JJ NN NN NN VB JJ NN NN NN RB RB NN NN NN NN
"Make sure you're back at the main hotel before they lock up for the night, they don't have night staff to let you back in!!","51.3966745916,0.0591792077232",51.3966745916,51.3966745916,"[make, sure, back, main, hotel, befor, lock, night, night, staff, let, back]",make sure be back main hotel lock night do not have night staff let back,VB JJ VB RB JJ NN VB NN VB RB VB NN NN VB RB
very dirty common spaces and a very rude management!,"51.5110096751,-0.024828454114",51.5110096751,51.5110096751,"[veri, dirti, common, space, veri, rude, manag]",very dirty common space very rude management,RB JJ JJ NN RB JJ NN
"BOXPARK features a really refreshing take on the mall concept. Though filled with essentially uninteresting shops, it offers reslky nice dining possibilities next to Shoreditch most vivid intersection","51.5235839582,-0.0761542685722",51.5235839582,51.5235839582,"[boxpark, featur, realli, refresh, take, mall, concept, though, fill, essenti, uninterest, shop, offer, reslki, nice, dine, possibl, next, shoreditch, vivid, intersect]",boxpark feature really refresh take mall concept filled essentially uninteresting shop offer reslky nice dining possibility next shoreditch most vivid intersection,JJ NN RB VB VB NN NN JJ RB JJ NN VB JJ JJ NN NN JJ VB RB JJ NN
Sort of vintage Paris meets Hanoi decor. Good Vietnamese style bagettes. Great place to people watch on the busy intersection.,"51.4171508825,-0.0816099323513",51.4171508825,51.4171508825,"[sort, vintag, pari, meet, hanoi, decor, good, vietnames, style, bagett, great, place, peopl, watch, busi, intersect]",sort vintage paris meet hanoi decor good vietnamese style bagette great place person watch busy intersection,NN NN NN VB JJ NN JJ JJ NN VB JJ NN NN VB JJ NN
"Get your sandwich to stay and sit at the window bar, people watch the crazy intersection on the strand.","51.5114573448,-0.118994208889",51.5114573448,51.5114573448,"[get, sandwich, stay, sit, window, bar, peopl, watch, crazi, intersect, strand]",get sandwich stay sit window bar person watch crazy intersection strand,VB NN VB VB NN NN NN VB JJ NN NN
Old Ford Lock can be found at the intersection of the road and the canal: go check it out!,"51.5351667233,-0.0337398688164",51.5351667233,51.5351667233,"[old, ford, lock, found, intersect, road, canal, go, check]",old ford lock be find intersection road canal go check out,JJ NN NN VB VB NN NN NN VB VB RB
"It's literally just a big traffic intersection with annoying billboards and crowds. Nothing to see here. Don't bother with it, go somewhere nice instead.","51.5100214472,-0.1342141141",51.5100214472,51.5100214472,"[liter, big, traffic, intersect, annoy, billboard, crowd, noth, see, bother, go, somewher, nice, instead]",literally just big traffic intersection annoying billboard crowds nothing see here don bother go somewhere nice instead,RB RB JJ NN NN JJ NN JJ NN VB RB VB NN VB RB JJ RB
"To miss all of the crowds, walk down The Mall, the intersection of Marlborough street and The Mall.","51.5016882969,-0.140950260268",51.5016882969,51.5016882969,"[miss, crowd, walk, mall, intersect, marlborough, street, mall]",miss crowds walk mall intersection marlborough street mall,VB NN VB NN NN JJ NN NN
An oasis of calm near one of  London's busiest intersections :),"51.5158634847,-0.142198353033",51.5158634847,51.5158634847,"[oasi, calm, near, one, london, busiest, intersect]",oasis calm london busiest intersection,NN NN NN JJ NN
Neat to see but ridiculously busy intersection.,"51.5320625465,-0.177268279138",51.5320625465,51.5320625465,"[neat, see, ridicul, busi, intersect]",neat see ridiculously busy intersection,JJ VB RB JJ NN
"With neither a roundabout nor a traffic island, in early 2014 Holborn Circus was made into a signal-controlled intersection.","51.5177162374,-0.10763168335",51.5177162374,51.5177162374,"[neither, roundabout, traffic, island, earli, holborn, circu, wa, made, intersect]",roundabout traffic island early holborn circus be make signal controlled intersection,JJ NN NN JJ NN NN VB VB NN JJ NN
"Greatly enjoyed a delicious eggs florentine and a flat white. Friendly staff, and (situated at an intersection) great for people-watching.","51.493395784,-0.15025760365",51.493395784,51.493395784,"[greatli, enjoy, delici, egg, florentin, flat, white, friendli, staff, situat, intersect, great]",greatly enjoy delicious egg florentine flat white friendly staff situate intersection great person watch,RB VB JJ NN JJ JJ JJ JJ NN VB NN JJ NN VB
Good intersection onto the Victoria line,"51.4722916219,-0.122826691673",51.4722916219,51.4722916219,"[good, intersect, onto, victoria, line]",good intersection victorium line,JJ NN NN NN
Confusing layout for an intersection,"51.4642463975,-0.170252461484",51.4642463975,51.4642463975,"[confus, layout, intersect]",confuse layout intersection,VB NN NN
Kingston station is built at the intersection of 3 ley lines. This is why platform 1 is not a through platform.,"51.4128619422,-0.301265716553",51.4128619422,51.4128619422,"[kingston, station, built, intersect, ley, line, thi, whi, platform, platform]",kingston station be build intersection ley line be platform be not platform,NN NN VB VB NN JJ NN VB NN VB RB NN
If the DLR gets extended they plan to build an extension to Dagenham Dock from here,"51.5090380852,0.0717871290229",51.5090380852,51.5090380852,"[dlr, get, extend, plan, build, extens, dagenham, dock]",dlr get extend plan build extension dagenham dock here,NN VB VB VB VB NN VB NN RB
"when leaving the train please remember to take some of your belongings with you. No wait, ALL of your belongings with you!!","51.5084193444,0.0640330970334",51.5084193444,51.5084193444,"[leav, train, pleas, rememb, take, belong, wait, belong]",leave train please remember take belonging belonging,VB NN NN NN VB NN NN
"This station interchanges with the rail station, which can take you to Dartford via Abbey Wood.","51.4899760833,0.0683790672916",51.4899760833,51.4899760833,"[thi, station, interchang, rail, station, take, dartford, via, abbey, wood]",station interchange rail station take dartford abbey wood,NN NN NN NN VB VB NN NN
Beautiful station!,"51.5020042862,0.0622701644897",51.5020042862,51.5020042862,"[beauti, station]",beautiful station,JJ NN
"Trains every 10 mins to Tower Gateway, and trains to Blackwall from 10am - 4pm","51.5143646311,0.0614601373672",51.5143646311,51.5143646311,"[train, everi, min, tower, gateway, train, blackwal]",train mins tower gateway train blackwall be pm,NN NN NN NN NN VB VB NN
It's a good place to jump in front of the train...,"51.508764913,0.0550687097907",51.508764913,51.508764913,"[good, place, jump, front, train]",good place jump front train,JJ NN VB NN NN
Super convenient station for a super convenient airport. I've gone from sitting on plane to sitting on train in as little as 5 minutes!,"51.503575711,0.0483622578929",51.503575711,51.503575711,"[super, conveni, station, super, conveni, airport, gone, sit, plane, sit, train, littl, minut]",super convenient station super convenient airport have go sit plane sit train little minute,JJ JJ NN JJ JJ NN VB VB VB NN VB NN JJ NN
It's easy to forget to touch your oyster card 'in' on the DLR... Lucky I am in no rush today!,"51.5084464844,0.0459894852198",51.5084464844,51.5084464844,"[easi, forget, touch, oyster, card, dlr, lucki, rush, today]",easy forget touch oyster card dlr lucky be rush today,JJ VB VB NN NN JJ JJ VB NN NN
Should really be called Prince Regent for ExCel. But it isn't.,"51.5094552845,0.033498108387",51.5094552845,51.5094552845,"[realli, call, princ, regent, excel]",really be call prince regent excel isn,RB VB VB NN NN NN VB
Turn right outside and the Esso station has a costa inside.,"51.5022747672,0.033146739006",51.5022747672,51.5022747672,"[turn, right, outsid, esso, station, ha, costa, insid]",turn right outside esso station have costa,NN RB JJ NN NN VB NN
"For Bank, take the Tower Gateway and change at Westferry.","51.5096472614,0.0257652997971",51.5096472614,51.5096472614,"[bank, take, tower, gateway, chang, westferri]",bank take tower gateway change westferry,NN VB NN NN NN NN
"There really is nothing to do here, beside catch a train.","51.5029461337,0.0222671663779",51.5029461337,51.5029461337,"[realli, noth, besid, catch, train]",really be nothing do here beside catch train,RB VB NN VB RB JJ NN NN
Switch for Emirates Airline to North Greenwich. It is really worth to ride on it and taste instead of riding under Thames jump over it and see London from 90 meters above. Very different view indeed.,"51.5091453863,0.0179603211337",51.5091453863,51.5091453863,"[switch, emir, airlin, north, greenwich, realli, worth, ride, tast, instead, ride, thame, jump, see, london, meter, abov, veri, differ, view, inde]",switch emirate airline north greenwich be really worth ride taste instead ride thame jump see london meter very different view indeed,VB NN NN RB JJ VB RB JJ VB NN RB VB NN VB VB NN NN RB JJ NN RB
I've just found out how you can have 1 week off every month and still be get a full income www.aShortVideo.co.uk,"51.5206870547,0.00428679591195",51.5206870547,51.5206870547,"[found, week, everi, month, still, get, full, incom]",ve just find have week month still be get full income www ashortvideo co uk,NN RB VB VB NN NN RB VB VB JJ NN VB NN NN NN
"You can change here for DLR to Woolwich Arsenal via City Airport and for Jubilee Line, and soon DLR to Stratford International","51.5140159627,0.00824096103343",51.5140159627,51.5140159627,"[chang, dlr, woolwich, arsen, via, citi, airport, jubile, line, soon, dlr, stratford, intern]",change here dlr arsenal city airport jubilee line soon dlr stratford international,VB RB NN NN NN NN NN NN RB VB VB JJ
"If Bank train is +5mins, take a Tower Hill train and change at West India Quay to increase options.","51.5093564864,-0.00228491573064",51.5093564864,51.5093564864,"[bank, train, take, tower, hill, train, chang, west, india, quay, increas, option]",bank train be mins take tower hill train change west india quay increase option,NN NN VB NN VB NN NN NN NN NN NN NN VB NN
Sorry Beatles fans. This is not THAT Abbey Road!,"51.5324693816,0.00371617415676",51.5324693816,51.5324693816,"[sorri, beatl, fan, thi, abbey, road]",sorry beatle fan be not abbey road,JJ NN NN VB RB NN NN
"Time slows down when you try to use the lift, so avoid that","51.5079153877,-0.00706032705103",51.5079153877,51.5079153877,"[time, slow, tri, use, lift, avoid]",time slow try use lift so avoid,NN VB VB VB NN RB VB
Best place to get off for the London Stadium if you're going to The Carpenters Arms....COYI ⚒,"51.53751312,-0.000300939971599",51.53751312,51.53751312,"[best, place, get, london, stadium, go, carpent, arm]",best place get london stadium be go carpenter arm coyi,JJ NN VB NN NN VB VB NN NN VB
The old Poplar Baths is just outside the station (turn left). Quite an interesting old building.,"51.5108191377,-0.0130838155746",51.5108191377,51.5108191377,"[old, poplar, bath, outsid, station, turn, left, quit, interest, old, build]",old poplar bath be just station turn left quite interesting old building,JJ NN NN VB RB NN NN VB RB JJ JJ NN
If going to Northern or Central line at bank use front of train. Fir Circle and District use back of train,"51.4879971859,-0.0105196237564",51.4879971859,51.4879971859,"[go, northern, central, line, bank, use, front, train, fir, circl, district, use, back, train]",go northern central line bank use front train fir circle district use back train,VB JJ JJ NN NN NN NN NN NN NN NN NN NN NN
Go to the steam ship pub at leamouth round about on a Friday night it's blinding,"51.5151942352,-0.0144443622224",51.5151942352,51.5151942352,"[go, steam, ship, pub, leamouth, round, friday, night, blind]",go steam ship pub leamouth round friday night be blinding,VB NN NN NN JJ NN JJ NN VB JJ
"Millwall is named after the windmills that once lined the western edge of the Isle of Dogs. Millwall Football Club was formed in 1885 by local factory workers, but moved across the river in 1910.","51.4961179218,-0.0144493780086",51.4961179218,51.4961179218,"[millwal, name, windmil, onc, line, western, edg, isl, dog, millwal, footbal, club, wa, form, local, factori, worker, move, across, river]",millwall be name windmill once line western edge isle dog millwall football club be form local factory worker moved river,NN VB VB NN RB VB JJ NN NN NN JJ NN NN VB VB JJ NN NN JJ NN
"For Stratford, change at Canary Wharf if no through train is shown.","51.4815853139,-0.0107648229916",51.4815853139,51.4815853139,"[stratford, chang, canari, wharf, train, shown]",stratford change canary wharf train be show,NN NN JJ NN NN VB VB
If you are lucky you might see Sammy the seal having a swim,"51.5000340673,-0.0164043903351",51.5000340673,51.5000340673,"[lucki, might, see, sammi, seal, swim]",be lucky see seal have swim,VB JJ VB NN VB VB
Get off here and cross the road bridge to canary wharf rather than changing dlr.  faster.,"51.5076666511,-0.017220417129",51.5076666511,51.5076666511,"[get, cross, road, bridg, canari, wharf, rather, chang, dlr, faster]",get here cross road bridge canary wharf rather change faster,VB RB VB NN NN JJ NN RB VB JJ
This area gets its name because it’s where all the mud was dumped when the Millwall Docks were dredged in the 1860s. It’s now home to the largest urban farm in Britain.,"51.4912238094,-0.0149613618851",51.4912238094,51.4912238094,"[thi, area, get, name, becaus, mud, wa, dump, millwal, dock, dredg, home, largest, urban, farm, britain]",area get name mud be dump millwall dock be dredge now home largest urban farm britain,NN VB NN NN VB VB JJ NN VB VB RB NN JJ JJ NN NN
Tip: Don't bother with stairs to switch platforms. Jump through the trains as doors open both sides. My record is 4.,"51.5049494376,-0.0210499763489",51.5049494376,51.5049494376,"[tip, bother, stair, switch, platform, jump, train, door, open, side, record]",tip don bother stair switch platform jump train door open side record be,NN VB NN NN VB NN VB NN NN VB NN NN VB
Beware! The ticket machines are often broken,"51.5224194815,-0.0173649926262",51.5224194815,51.5224194815,"[bewar, ticket, machin, often, broken]",beware ticket machine be often break,VB NN NN VB RB VB
The lamppost right by the entrance is the tallest lamppost in the world fact,"51.5339633577,-0.014221072197",51.5339633577,51.5339633577,"[lamppost, right, entranc, tallest, lamppost, world, fact]",lamppost right entrance be tallest lamppost world fact,JJ NN NN VB JJ JJ NN NN
"London’s first purpose-built docks were built here in 1802, cutting the area off from the shore and creating the ‘Isle’ of Dogs. At the time they were the largest dockyards in the world.","51.5068933469,-0.0206490484666",51.5068933469,51.5068933469,"[london, first, dock, built, cut, area, shore, creat, isl, dog, time, largest, dockyard, world]",london first purpose build dock be build here cut area shore create isle dog time be largest dockyard world,NN JJ NN VB NN VB VB RB VB NN NN VB NN NN NN VB JJ NN NN
Hode behind the elevator waiting area when windy. ;),"51.5035419252,-0.0206171880406",51.5035419252,51.5035419252,"[hode, behind, elev, wait, area, windi]",hode elevator wait area windy,NN NN VB NN JJ
Take the exit of platform 2 to the centre of Greenwich. It's much faster if you know where your going!,"51.478138871,-0.0143444538116",51.478138871,51.478138871,"[take, exit, platform, centr, greenwich, much, faster, know, go]",take exit platform centre greenwich much faster know go,VB NN NN NN JJ RB RB VB VB
See people running for the jubilee line? Join in!,"51.5411384945,-0.00321921218331",51.5411384945,51.5411384945,"[see, peopl, run, jubile, line, join]",see person run jubilee line join,VB NN VB NN NN VB
Exit here for TapEast,"51.5457070919,-0.00907175709915",51.5457070919,51.5457070919,"[exit, tapeast]",exit here tapeast,NN RB NN
"No. 25 swaps drivers here , can take ages !","51.5277066433,-0.0208161278232",51.5277066433,51.5277066433,"[swap, driver, take, age]",swap driver here take age,NN NN RB VB NN
Its a really important station if you are on a train to Lewisham and you are not going in that direction...as I found out.,"51.5094095909,-0.0267010556317",51.5094095909,51.5094095909,"[realli, import, station, train, lewisham, go, direct, found]",really important station be train lewisham be not go direction find out,RB JJ NN VB NN VB VB RB VB NN VB RB
"If you sit at the front, you can pretend you're driving.","51.4647793392,-0.0132858016444",51.4647793392,51.4647793392,"[sit, front, pretend, drive]",sit front pretend be drive,VB JJ VB VB VB
"Probably the most randomly placed DLR station. Just a few metres from Lewis am, and they had to destroy houses to build it.","51.4687500488,-0.0163884525306",51.4687500488,51.4687500488,"[probabl, randomli, place, dlr, station, metr, lewi, destroy, hous, build]",probably most randomly place station just few metre lewi be have destroy house build,RB RB RB VB NN RB JJ NN NN VB VB VB NN VB
