venue_name,venue_id,rating,tips,cat_name,cat_id,ll
Trinity Playcentre,57cd6ead498edd9b92fc0c78,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.5399797,0.1540031"
Maxo Construction Services,57065f49498eebea98c58d19,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.4838518,0.1737468"
Spruce Cleaning Limited,59cce11b0d2be74d9ea31893,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.475068,0.1574062"
Ndanaka,5972e79d12c8f0189a222465,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.5456274,0.1478806"
Ndanaka,56df02d4498e2505925eb419,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.5456274,0.1478806"
A&E Painting and decorating,57121c78498ea80e48c9881b,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.5396467,0.0889563000001"
Faircross Shops,4bbc830f51b89c745978872a,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.546094853,0.095100402832"
MJ Property Doctors,59d4ebd015173e54b7a4ff14,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.5230489,0.0609993"
CD AND BIBIS LTD,582b50af3fb2646aba932861,,big brands small prices  pound shop order today for free delivery (15.11.2016-15.11.2017) http://www.cd-and-bibis.co.uk,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.551449,0.1146308"
MCB Training & Assessment Ltd,56f4529e498e9eff44e6dbda,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.5497079,0.1566334"
Barmat Healthcare Ltd,58a331fb9343e015a4ecd513,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.5372663,0.0700104"
Ripple Dance,587f37577b88a74c0f21ede1,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.5553181,0.118292"
Tayside,58146196d67ca5038482483d,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.5509579,0.0914006"
Augustine Clement,565d7336498e19281301950c,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.4565458,0.1464188"
Merigold LTD,577be31ccd102e638d20c599,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.530395,0.0513124"
Bob The Handyman,59f8415fad178955d4fc2c11,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.5485335,0.0743325999999"
B M Plastic Services Limited,55b8f9ba498e5cf3a6becb7c,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.5403439,0.1952256"
B M Plastic & Building Services,55ba4fce498e6303790004d6,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.5403439,0.1952256"
cysquad solutions,59f7c0140d2be72f598125f8,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.561937,0.140724"
Platinum Ambulance Service Thatcher Close Crawley RH10 6DZ,56265961498e0abad6fb2b1e,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.4947998,0.0400274"
James Of All Trades,557b15f9498efc1a478ccaef,,"James of all trades - master of none !! ~Total bodge of 4 panel fence job which my husband has had to rectify; fence had ""dog leg"" in it - total shiite job - Do not use this cowboy - Be warned !",Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.452811,0.1597428"
OJpeople,59945ccbee71204a7f3be877,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.5300308,0.0373527"
Euro Standard Solution Ltd,5a02e626237dee234d751027,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.4610503567,0.193019266748"
Ess-steel,5a156cc2d4cc981e2f45b329,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.4605374,0.1931585"
af building developments,57efe49ecd1034296d066596,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.5695378,0.1334731"
All Design Drives,5754cb1a498e524866b34ab4,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.5705187,0.1299691"
Cowebb,599ae0614acb1976932afd9c,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.5713359,0.1300582"
Express shop fitters uk ltd,5638d55bcd10cb685efa74c6,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.5712824,0.117543"
My House,5a213f74c8b2fb5c62353dc4,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.5412768,0.0396921"
POTENTATE CONSULTANCY,57d11bcd498ebc011ad7164b,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.5540671,0.0558258"
The Oval,4c0a5141ffb8c9b6b54a6b61,,The ends,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.4446723869,0.100903778959"
Leaping Frogs Childminding Services,56bf284fcd107cc8bd242781,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.5536619,0.0542091"
Gary Driscoll - Singer,54af83df498e293f108ef7b2,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.5539663,0.2012447"
Oaktree IT Solutions,5627b841498e35f06233e912,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.5740259,0.1149946"
Bexley Timber And Glazing Ta A Class Glazing,598b13102b9844579526d8dc,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.4415906,0.1491221"
Churchill Tax Advisers,56bb878e498e90b7935169a5,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.5637647,0.0668585999999"
Anand Paan Shop,51ae5760498e5c7200252b40,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.541252,0.03294"
Redbridge Environmental Solutions,566752f8498e06cfb4dd7f50,,up to 25 % Off Pest Control Treatments (08.12.2015->),Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.5716709,0.0851576"
Accountants In London,58a6e83efb9d897f0f4dd8a1,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.5473566,0.0356403000001"
Karma Freederm,58c682c0bbd6d16df6729b09,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.5291781,0.0181555"
Shooting Star Celebrations,57f502c7498ecea5431c9204,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.4853376,0.0180843000001"
COMPUTER-SOS,5718f596498ebfa7c0aab353,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.5468433,0.0301163"
NLA CONTRACTORS,5801f01a38fa52c572f6a12c,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.5693811,0.1905553"
First Repairs,598306eae97dfb6a154ffb6b,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.4322596,0.1321765"
Beat the Brochure,4e6a2139cc3fd01e0bfe1c78,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.5745624666,0.18337726593"
EAGLE NEST BUILDERS LTD,57f8d8c3498ec6d14e33e04f,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.552472,0.2290755"
Amblecote LLP,55f69aab498e29f8959e9c9d,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.5832694465,0.101453984131"
The Plaster Master Essex,55126cc4498ef729363a9c03,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.5805853,0.1695269"
S.O.C Services,569434e3498eb66a7f06c343,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.4577555,0.224255"
TOPTECH SECURITY LIMITED,56ac82ac498e8dd1ca3e74cc,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.5529096,0.0254657"
Verrolyne Training,57350787498ef14d9c53deed,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.5759368,0.1893717"
Allan Reece Associates,59f320f1974617103a2ee269,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.5613469076,0.220064121704"
Pipes and Fittings UK Ltd,561652a0498ed5d42e4f0894,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.4610048,0.2309657"
Day 2 Day Stationery,584ab01b7d0f6d7885606bee,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.5636738,0.2197373"
JGF Electrical,5828ef8a5cc1d73f75974188,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.4457304,0.2107225"
Julia Makeup,55fa0163498e8dfc7f835ec3,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.4537311,0.2285811"
All Night Car Hire,5808d5ac38fa65f5926a0b37,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.4458298,0.2165056"
Alberto Kurti Coaching Ltd,59b91a14d69ed00703e05dbc,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.4314799,0.0719936"
Bygone Interiors,5849a0d624f6110bb978f88c,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.5423632696,0.251684731213"
Atkins Hope Solicitors,587b930c8ae3636a09078e69,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.466054,0.0091597"
Finesse Building Group LTD,57dc1522498eb5b225005559,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.5412926,0.0015626"
LCL 1 (UK) LIMITED,5868715104f4d77a6ff229e9,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.4329309,0.057584"
Island News,4f4cc062e4b0b2a2fcf9f437,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.4883327731,-0.00867825881917"
Buzz Driving School,589321d25e56b417cf7f2668,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.5893074,0.0801301"
Bonjour,4cdd01166ad1a09382eaf456,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.4991167969,-0.0157982370462"
Interiorglaze Ltd,554db4e4498ed8fabab1ea88,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.5521777337,0.00193387269974"
The Sales Experts Ltd.,51122a14e4b05b85286b15ce,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.5046695277,-0.0190593677369"
Little Bear's Daycare Group,59b7ba46e2ead104a139c1b6,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.5752384,0.0285843"
Greatlark Ltd,5640a492498e069d8f104148,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.4552152,0.2497849"
Care 21st Century Ltd,59197f77da5ede1d81b59e30,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.4548981,0.2497458"
Albany Timber,551250b6498e9cc823f8390c,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.5959736,0.0844091"
Post Office,4ed37875e5faa5ec0659fed8,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.5640352071,0.00850107546593"
Wickes,4e1043e47d8b4d5613d04a95,,,Hardware Store,4bf58dd8d48988d112951735,"51.4853110861,0.163881897555"
APPLE REMOVALS,569830c7498e459d22adf5eb,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.5175628,-0.0227912"
Wickes,4d2f400a9401370400aaedda,,,Hardware Store,4bf58dd8d48988d112951735,"51.4789538377,0.10339194742"
Westferry Metro,4c7eb522a852199cb3a4c9af,,"You can top up your Oyster here, although they charge you to use a debit or credit card",Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.49291311,-0.024848"
British Red Cross shop,4c8a8ba1a0739eb098e65aee,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.46431,-0.01193"
Local Handyman Services london 0208,56c9acad498e703301de0876,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.5286578,-0.0247365"
Twinsmotoring,55fa8f31498e3ce59b0a544a,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.5824676,0.2280339"
Bamboo Fundraising Recruitment,58c1197fd32b440b5285cb32,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.5378097,-0.0213813"
Five Star General Building Services,58162cf638fa0816c7db3d2f,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.5712826,0.0087853"
Matthew Robinson Counselling,57abafc6498ed5a2b462f337,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.5153587,-0.0296069999999"
The Italian Bold,5a1412223b4e000c1b8a4fae,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.4811554,-0.0265661"
The Magician,59910fe1fd16bb0cfe65c420,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.5943541198,0.208029135443"
first4carpentry,58a9ad1cfebfbd2f71de329f,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.4989513,-0.0339207"
Keatons,4f8c46dce4b07efba0714cc6,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.5230085165,-0.0326974197603"
The Lion Paw,55c49ca2498e4c12cf8b6aab,,Art for your home (08.08.2015->),Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.4069754,0.092404"
Bonnie Maids,54e67589498e324752a914de,,highly Recommended! Always going out there way to please. As a large family we wanted to find trustworthy reliable cleaners. Thankyou Girls Bob & Kay and Family x,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.4443378,0.2619674"
LIFT ASSIST,5a1d2a73b1ec13338be91f21,,,Miscellaneous Shop,4bf58dd8d48988d1ff941735,"51.450718,0.272564"
Vodafone,4cfe8e8e64cd9eb051725642,,,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.50556,0.14175"
O2,4c7664bab474a1cd2bc6bbbf,,,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.489481845,0.104887338219"
Carphone Warehouse,4befceaf51f2c9b672ebf092,,,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.5161549013,0.07723519371"
Carphone Warehouse,50f4529a00ca23639b0b46da,,Very rude they dont know how to treat customers I am ver disappointed especially manager very bad behaviour  it isnt a good place to go not recommended,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.5087,0.07085"
Vodafone,4c0e2714adcd9c74e8a502f6,,,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.4910831344,0.0699502738203"
Carphone Warehouse,4da18f329aa4721eba14fd19,,,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.4915934482,0.0650275746059"
Geek Squad,518040d4c73e22a41575ec4a,,,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.49215,0.06467"
O2,4c988f0ef419a093b4597088,,,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.491199,0.064953"
O2,4cd81a8c8f949eb0a31f75ae,,,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.53984,0.08027"
Vodafone,4c08d741d4149c748b4561d5,,Come see bill! He just loves to sort out everyones problems! Can't get enough of work him,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.4565458172,0.145362017144"
Carphone Warehouse,50f4529f00ca23639b0b53e1,,,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.540233537,0.0625075726255"
Carphone Warehouse,50f4529500ca23639b0b3651,,,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.4559185601,0.146186409444"
O2,4c9ca0b89170bfb73b85e09b,,,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.5355243263,0.0528042804892"
Geek Squad,518040d4c73e22a41575ec3e,,,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.53885,0.05105"
HalaGsm Ltd,57c01887498e960e06528737,,,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.5653208,0.1028089"
repairelectronics,57acf332498e160f5446a0d9,,,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.5653105,0.1026279"
Geek Squad,518040d4c73e22a41575ebe8,,,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.55855,0.07229"
Carphone Warehouse,50812f54e4b0fedebce65540,,,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.559091895,0.0713897733596"
O2,4cd81aab8f949eb00f2075ae,,,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.559911,0.072548"
Carphone Warehouse,50f4529b00ca23639b0b475d,,,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.5579853986,0.0677628735904"
Geek Squad,518040d4c73e22a41575edc3,,,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.56033,0.07172"
Carphone Warehouse,4cb9723f7148f04d58a7d6ab,,,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.4503706172,0.182166107184"
Instant iPhone Repair,5145a0bc805546e2a57b7e91,,Walk-in iPhone & iPad Repairs,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.5623985442,0.0678169727325"
London iPad Repair,522633f58bbd79e695c191bd,,,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.562425223,0.0678062438965"
iFix London,51a0c9187dd2d8194579abff,,Hello Dear we are exporting Apple parts with factory price and 12 months guarantee glad to tell you we have big promotion as the coming of Hallowmas dont miss it! pls contact candy@ifanhitek.com thks,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.5625419427,0.0678008794785"
iTech Store,52ac35af11d24e799b51d28e,,iPhone & iPad Repairs London - Essex,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.5625652866,0.0678062438965"
Mobile Links,589461d201f433742ee48226,,"No Fix No Fee & Get ""FREE"" Tempered Glass for any Repair Work. Call - 02036898083",Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.5224294337,0.0231796503067"
O2,4cd81a9b8f949eb0d21f75ae,,,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.44827,0.17874"
Geek Squad,518040d4c73e22a41575ebed,,,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.48961,0.02091"
Carphone Warehouse,4e2d6537227197a112ed15b4,,Don't come here if you want to be served,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.4895729291,0.0207163526448"
Carphone Warehouse,50f4529e00ca23639b0b5268,,,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.5324025812,0.0195032553917"
Carphone Warehouse,50d6edcfe4b06651d82a089d,,,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.450883,0.056208"
O2,4c987bd96ffe8cfa1c55fd2f,,,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.4505255059,0.0547896048206"
Vodafone,4c0e2b5fadcd9c74a9a602f6,,,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.45061,0.05225"
Carphone Warehouse,4bc9ae10b6c49c7468c28e91,,,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.57581,0.179014"
Gadgets Solution,57459cd5498ee0e21001ccc9,,,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.5745027,0.1837105"
Geek Squad,518040d4c73e22a41575ec33,,,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.57623,0.18058"
Vodafone,4c07c5c2624def3b0f16253c,,,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.57515,0.18582"
Shop O2,4d97460ab188721ec3160b37,,,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.5018549793,0.00440551531085"
O2,4cd81ac28f949eb0592075ae,,,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.5778473308,0.18274648941"
Carphone Warehouse,4e7d959629c2e877460aa2cf,,,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.5625877594,0.218766240369"
Geek Squad,518040d4c73e22a41575ee27,,,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.57853,0.18341"
Carphone Warehouse,4d32fac9329e54813390b51d,,"Nice and quiet place, got more devices in stock than others do, could get iPhone 6 on release day without problems, very helpful staff- explained all details and offered best option for me.",Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.5786014856,0.183880023604"
Carphone Warehouse,50f452a100ca23639b0b5b53,,Always nice and empty best place to buy a phone,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.5834082797,0.168117300248"
Chitter Chatter,4f5b57e4754ae6e0bdbdcc83,,"The HTC One X White is finally available from today. Free phone from £36/month, 2000 minutes, unlimited texts, 2 years contract. Why don't you drop by today?",Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.5794831288,0.184053182602"
Carphone Warehouse,4edd19238231efe3929d1c6e,,They will try to make you sign anything for life. No respect for customer service. Manager never there and staff not trained properly. Avoid all CPW stores and get better deals elsewhere.,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.4467085246,0.215860184409"
iFixExpress,52619bb811d20907f2e7b456,,we have high quality and good price phone parts.looking for the retailer in your place. contact me for detail.wind@hellotopten.com http://hellotopten.cc,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.4490593013,0.224704742432"
MobileBitz,583d75569435a96e33b42978,,,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.4436932142,0.216234326363"
Carphone Warehouse,50f4529e00ca23639b0b532c,,,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.44513,0.21905"
O2,4cd81a9c8f949eb0d81f75ae,,,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.44352,0.21964"
Geek Squad,518040d4c73e22a41575ecc3,,,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.54151,0.00062"
Carphone Warehouse,4d484d734e7a6ea8d7417432,,,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.5414641797,0.000321865081787"
Carphone Warehouse,50f4529800ca23639b0b3fee,,,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.5253642085,-0.0121971829597"
3Store,4f0c8331e4b04487f999c899,,The most awful customer service ever in all existence >:(,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.5426641742,-0.00420512083495"
O2,4c84d07fe602b1f77ce8b17a,,,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.5426790514,-0.00441767944555"
Geek Squad Mobile Phone Repair Hub,518040d4c73e22a41575ec21,,,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.54268,-0.00448"
EE,50a62d5be4b0b3c0ab0d7d0f,,,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.5427458024,-0.0045724936063"
Vodafone,4f3d2bdfe4b0fc2b1f998352,,Amazing help! Especially the Tech Team. They are fantastic!,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.5430179615,-0.00500831006142"
Nokia Arch,4f4604eae4b03c926b51dba0,,Get to the Arch before buying a Nokia smartphone in Westfield - they can give you special offers and help you set the phone up after you've bought it.,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.5439422264,-0.00711871705264"
EE,4ba0d035f964a520657f37e3,,Go in the morning (9-10am) or else you'll wait forever,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.5047993929,-0.0198744587107"
Carphone Warehouse,4ff04982e4b0db68d47b10d9,,,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.5439370926,-0.00784079080127"
Vodafone,4c0e22bdadcd9c74f8a402f6,,Don't bother anytime during the week. Service is slow. Queue out the door most days.,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.5050199837,-0.0201264929843"
Carphone Warehouse,4de3c606e4cd056f7462ddbd,,,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.5050046001,-0.0203098010898"
Carphone Warehouse,505dbbe0e4b0ddb6e89effd3,,,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.4859993491,0.277504482899"
O2 Store,4cd81ac98f949eb0762075ae,5.8,,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.4919573969,-0.045028330314"
Carphone Warehouse,50f4529d00ca23639b0b4ec2,,,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.4634870639,-0.00960266451848"
Vodafone,4cfe8da564cd9eb0c4665642,,Never enough staff to deal with demand and every service in Vodafone takes ages.,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.462697122,-0.0101513131311"
Carphone Warehouse,50f452a000ca23639b0b57b1,,,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.5812029584,0.0257359080048"
Geek Squad,518040d4c73e22a41575ecce,,,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.47566,0.27596"
Geek Squad,518040d4c73e22a41575eef2,,,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.46173,-0.01172"
O2,4c2311ad13c00f470e7d88de,,,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.4610709686,-0.0124550263351"
Carphone Warehouse,50f4529800ca23639b0b3e9f,,,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.5034803234,-0.0342277580944"
Revive My Device,573d7cb2498e27baf5ee1eaf,,,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.4566349,-0.0204168"
Wefixphonez,57299333498e2f3ab5dd211d,,,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.5322147678,-0.0379157066345"
Geek Squad,518040d4c73e22a41575ec0b,,,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.43794,0.27"
Carphone Warehouse,4c0502f473a8c9b655ca96e0,,,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.4391433728,0.272121234951"
Three Store,4c18c9aa4ff90f47f2d70e49,,Ask for Paul in store.,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.439115401,0.272369127604"
Geek Squad,518040d4c73e22a41575ec9b,,,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.43892,0.27258"
Vodafone,4ca7861e76d3a09384830c6b,,,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.4386869142,0.27252723013"
Carphone Warehouse,4f47cc80e4b0291e4797920f,,,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.3927089692,0.112154623579"
iMobileFix,57445a56498ebd60f87dd8bd,,,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,"51.5517929,-0.0451726"
V & A Healthcare,599ed63204d1ae28af9ad691,,,Mobility Store,56aa371be4b08b9a8d57354a,"51.6068762,-0.0231917999999"
Pizza di Prato,59f7ea86e57ca62f8f74b6b0,,,Mobility Store,56aa371be4b08b9a8d57354a,"51.3921607,-0.089754"
London Mobility,4c6e3d72d5c3a1cda7d2c72b,,,Mobility Store,56aa371be4b08b9a8d57354a,"51.5256758982,-0.271912707914"
Heavenly Sausage,5915a3c95315935b27383d82,,,Mobility Store,56aa371be4b08b9a8d57354a,"51.4948094,-0.3088825"
Kent Mobility Ltd,584e9672e786b263f814312a,,,Mobility Store,56aa371be4b08b9a8d57354a,"51.1941,0.28995"
Sondel Yamaha,51558874e4b0b8e4f4c4f523,,,Motorcycle Shop,5032833091d4c4b30a586d60,"51.450438,0.104501"
Motopartz modern classic breakers,56091a17498eeb066926f190,,,Motorcycle Shop,5032833091d4c4b30a586d60,"51.4591018104,0.187764400947"
Motor Magic LTD,5846e6da953839304b14c6ab,,,Motorcycle Shop,5032833091d4c4b30a586d60,"51.5732622026,0.143519639969"
J&S Motorcycles,522adeb211d21a4d782118e9,,Great bike gear & great service,Motorcycle Shop,5032833091d4c4b30a586d60,"51.4507268308,0.0598188209457"
Bacon's Motorcycles,4fdc3eb9e4b019d606b4683a,,,Motorcycle Shop,5032833091d4c4b30a586d60,"51.5760599,0.094613"
Metropolis Motorcycles Greenwich,4e1c05c445dd10c6b7193a61,,,Motorcycle Shop,5032833091d4c4b30a586d60,"51.489389418,0.0116380609755"
Japs Motorcycles,58204bfa0bf6c66513a75ab1,,,Motorcycle Shop,5032833091d4c4b30a586d60,"51.5414383227,0.255036503077"
