words,type,polarity
food be outstanding service be quick friendly very professional,NN VB JJ NN VB JJ JJ RB JJ,2.0
food be outstanding service be quick friendly very professional,NN VB JJ NN VB JJ JJ RB JJ,2.0
always nice crowd never loud,RB JJ NN RB JJ,2.0
always nice crowd never loud,RB JJ NN RB JJ,2.0
go here,VB RB,2.0
good date friend,JJ NN NN,2.0
be reluctant write not want jem pizza place become overcrowded,VB JJ VB RB VB NN NN NN VB JJ,2.0
however be jus too good not praise,RB VB RB RB JJ RB VB,2.0
far best pizza manhattan,RB JJ NN JJ,2.0
crust be thin ingredient be fresh staff be friendly,NN VB JJ NN VB JJ NN VB JJ,2.0
crust be thin ingredient be fresh staff be friendly,NN VB JJ NN VB JJ NN VB JJ,2.0
crust be thin ingredient be fresh staff be friendly,NN VB JJ NN VB JJ NN VB JJ,2.0
menu have so many fish item oyster,NN VB RB JJ JJ NN NN,2.0
fish be really really fresh,NN VB RB RB JJ,2.0
agree mare be best seafood restaurant new york,VB NN VB JJ NN NN NN NN,2.0
stumble great pizzeria explore new neighborhood,VB JJ NN VB JJ NN,2.0
pizza be terrific price be even better,NN VB JJ NN VB RB RB,2.0
pizza be terrific price be even better,NN VB JJ NN VB RB RB,2.0
highly recommend sophia pizza,RB VB JJ NN,2.0
die,VB,2.0
food be mediocre best be horrible service make vow never go back,NN VB JJ JJ VB JJ NN VB NN RB VB RB,0.0
food be mediocre best be horrible service make vow never go back,NN VB JJ JJ VB JJ NN VB NN RB VB RB,0.0
immediately paid waiter take money say okay guy be here,RB VB NN VB NN VB JJ NN VB RB,0.0
so rush be absolutely unnecessary,RB VB VB RB JJ,0.0
person want great food great service roxy be place avoid,NN VB JJ NN JJ NN NN VB NN VB,0.0
person want great food great service roxy be place avoid,NN VB JJ NN JJ NN NN VB NN VB,0.0
first time sushi be outstanding second time be little bland,JJ NN NN VB JJ JJ NN VB JJ JJ,2.0
first time sushi be outstanding second time be little bland,JJ NN NN VB JJ JJ NN VB JJ JJ,0.0
sure ll return final judgement tho,JJ NN NN JJ NN NN,1.0
blond wood decor be very premium sake be excellent service be great,JJ NN NN VB RB NN NN VB JJ NN VB JJ,2.0
blond wood decor be very premium sake be excellent service be great,JJ NN NN VB RB NN NN VB JJ NN VB JJ,2.0
blond wood decor be very premium sake be excellent service be great,JJ NN NN VB RB NN NN VB JJ NN VB JJ,2.0
mizu be japenese find grammercy,NN VB RB VB NN,2.0
kitchen food be delicious sushi be world,NN NN VB JJ NN VB NN,2.0
kitchen food be delicious sushi be world,NN NN VB JJ NN VB NN,2.0
mizu be home creative unique roll not find anywhere else,NN VB NN JJ JJ NN RB VB RB RB,2.0
not only be cuisine best service have always be attentive charming,RB RB VB NN JJ NN VB RB VB JJ JJ,2.0
not only be cuisine best service have always be attentive charming,RB RB VB NN JJ NN VB RB VB JJ JJ,2.0
find difficult dine other japanese restaurant visit mizu,VB JJ VB JJ JJ NN NN VB,2.0
thalia be beautiful restaurant beautiful person serve food do not quite match,NN VB JJ NN JJ NN VB NN VB RB RB VB,2.0
thalia be beautiful restaurant beautiful person serve food do not quite match,NN VB JJ NN JJ NN VB NN VB RB RB VB,0.0
thalia be beautiful restaurant beautiful person serve food do not quite match,NN VB JJ NN JJ NN VB NN VB RB RB VB,2.0
order smoke salmon roe appetizer be off flavor,VB VB NN JJ NN VB JJ NN,0.0
entree be bland small dessert be not inspire,NN VB JJ JJ NN VB RB VB,0.0
entree be bland small dessert be not inspire,NN VB JJ JJ NN VB RB VB,0.0
entree be bland small dessert be not inspire,NN VB JJ JJ NN VB RB VB,0.0
expect quite bit more such expensive menu,VB RB NN RB JJ JJ NN,0.0
expect quite bit more such expensive menu,VB RB NN RB JJ JJ NN,0.0
view be spectacular food be great,NN VB JJ NN VB JJ,2.0
view be spectacular food be great,NN VB JJ NN VB JJ,2.0
wonderful strawberry daiquiry as well,JJ NN NN RB RB,2.0
definitely trip battery park city,RB NN NN NN NN,2.0
favorite place manhattan,JJ NN JJ,2.0
authentic food be cheap more ask,JJ NN VB JJ RB VB,2.0
authentic food be cheap more ask,JJ NN VB JJ RB VB,2.0
be more restaurant city,VB JJ NN NN,2.0
cold appetizer dish taste way remember taste be grow taiwan,JJ NN NN NN NN VB VB VB VB NN,2.0
delicious simple food nice outdoor atmosphere,JJ JJ NN JJ JJ NN,2.0
delicious simple food nice outdoor atmosphere,JJ JJ NN JJ JJ NN,2.0
delicious simple food nice outdoor atmosphere,JJ JJ NN JJ JJ NN,2.0
kind attentive wait staff,NN JJ NN NN,2.0
really scallop mahi mahi saffron risotto yum,RB NN NN NN NN NN NN,2.0
really scallop mahi mahi saffron risotto yum,RB NN NN NN NN NN NN,2.0
friend devour chicken mash potatos,NN VB NN VB NN,2.0
delicious crab cake too,JJ NN NN RB,2.0
even food be not good garden be great place sit outside relax,RB NN VB RB JJ NN VB JJ NN VB JJ NN,2.0
even food be not good garden be great place sit outside relax,RB NN VB RB JJ NN VB JJ NN VB JJ NN,2.0
great neighborhood joint,JJ NN JJ,2.0
be nice pizza place good selection thin crust pizza include basil slice,VB JJ NN NN JJ NN JJ NN NN VB NN NN,2.0
be nice pizza place good selection thin crust pizza include basil slice,VB JJ NN NN JJ NN JJ NN NN VB NN NN,2.0
be nice pizza place good selection thin crust pizza include basil slice,VB JJ NN NN JJ NN JJ NN NN VB NN NN,2.0
be nice pizza place good selection thin crust pizza include basil slice,VB JJ NN NN JJ NN JJ NN NN VB NN NN,2.0
calzone be horrific bad vomit induce yuck,NN VB JJ JJ VB VB NN,0.0
smell stuff old canned vegetable spinach mushroom calzone,VB NN JJ JJ NN NN NN NN,0.0
counter service be bad,JJ NN VB JJ,0.0
charge different price time,VB JJ NN NN,0.0
re rude time not very friendly,NN JJ NN RB RB JJ,0.0
pizza,NN,0.0
anybody like place be different planet greasy dry tasteless be complimentary,NN VB NN VB JJ NN JJ NN JJ VB JJ,0.0
dosa be skimpy unattractive drip grease personally drink popcorn top eat,NN VB JJ JJ NN NN RB NN NN VB VB,0.0
dosa be skimpy unattractive drip grease personally drink popcorn top eat,NN VB JJ JJ NN NN RB NN NN VB VB,0.0
sandwich be dry tasteless way overpriced,NN VB JJ JJ NN JJ,0.0
sandwich be dry tasteless way overpriced,NN VB JJ JJ NN JJ,0.0
call place hampton chutney co do folk offer more style substance unattractive room unhelpful clerk be dearth former too,VB NN NN NN NN VB NN VB JJ NN NN JJ NN JJ NN VB NN JJ RB,0.0
call place hampton chutney co do folk offer more style substance unattractive room unhelpful clerk be dearth former too,VB NN NN NN NN VB NN VB JJ NN NN JJ NN JJ NN VB NN JJ RB,0.0
call place hampton chutney co do folk offer more style substance unattractive room unhelpful clerk be dearth former too,VB NN NN NN NN VB NN VB JJ NN NN JJ NN JJ NN VB NN JJ RB,0.0
seriously place kick ass,RB NN VB NN,2.0
atmosphere be unheralded service impecible food magnificant,NN VB JJ NN JJ NN NN,2.0
atmosphere be unheralded service impecible food magnificant,NN VB JJ NN JJ NN NN,2.0
atmosphere be unheralded service impecible food magnificant,NN VB JJ NN JJ NN NN,2.0
best italian food ever have be italian mean alot,RB JJ NN RB VB VB JJ VB RB,2.0
be nearly impossible get table ever have chance go here dinner do not pass,VB RB JJ VB NN RB VB NN VB RB NN VB RB VB,2.0
be such lovely peaceful place eat outside,VB JJ JJ JJ NN VB JJ,2.0
restaurant look beautiful green lawn hudson river statue liberty,NN VB JJ JJ NN JJ NN NN NN,2.0
be set far small street be be traffic noise,VB VB RB JJ NN VB VB NN NN,2.0
food be good especially more basic dish drink be delicious,NN VB JJ RB JJ JJ NN NN VB JJ,2.0
food be good especially more basic dish drink be delicious,NN VB JJ RB JJ JJ NN NN VB JJ,2.0
food be good especially more basic dish drink be delicious,NN VB JJ RB JJ JJ NN NN VB JJ,2.0
be great place take towner perfect watch sunset,VB JJ NN VB NN JJ VB NN,2.0
great sushi experience,JJ NN NN,2.0
nice value,JJ NN,2.0
unique apppetizer,JJ NN,2.0
try sushimi cucumber roll,NN NN NN NN,2.0
good spread great beverage selection bagel really tasty,JJ NN JJ NN NN NN RB JJ,2.0
good spread great beverage selection bagel really tasty,JJ NN JJ NN NN NN RB JJ,2.0
good spread great beverage selection bagel really tasty,JJ NN JJ NN NN NN RB JJ,2.0
big complaint toast available,JJ NN VB JJ,0.0
murray not do,NN RB VB,0.0
say murray be anything service,VB JJ VB NN NN,0.0
so close not good enough,RB JJ RB JJ JJ,1.0
don be fool crowds person,VB VB VB NN NN,0.0
service be awful,NN VB JJ,0.0
place be not price,NN VB RB NN,0.0
place be not price,NN VB RB NN,0.0
also do not plan ask favorite roll be not menu have,RB VB RB VB VB JJ NN VB RB NN VB,0.0
love pizza,VB NN,2.0
be out friend sudden be hungry only crave thing pizza,VB RB NN JJ VB JJ RB VB NN NN,2.0
hit spot time,VB NN NN,2.0
tiny williamsburg spot be always pleasantly surprising,JJ JJ NN VB RB RB JJ,2.0
pizza be delicious proprietor be nicest nyc,NN VB JJ NN VB JJ NN,2.0
pizza be delicious proprietor be nicest nyc,NN VB JJ NN VB JJ NN,2.0
have be many time have never be disappoint,VB VB JJ NN VB RB VB VB,2.0
even scoop out nice diet not too much not little,RB VB RB JJ NN RB RB JJ RB JJ,2.0
cream cheese be world love coffee,NN NN VB NN NN NN,2.0
cream cheese be world love coffee,NN NN VB NN NN NN,2.0
little crowded move line really fast,JJ JJ VB NN RB JJ,2.0
little crowded move line really fast,JJ JJ VB NN RB JJ,0.0
little pricey really hit spot sunday morning,JJ JJ RB VB NN NN NN,0.0
little pricey really hit spot sunday morning,JJ JJ RB VB NN NN NN,2.0
bagel be be sure not make special request,NN VB VB JJ RB VB JJ NN,1.0
bagel be be sure not make special request,NN VB VB JJ RB VB JJ NN,0.0
ask open faced cheese sandwich manager basically tell take business elsewhere,VB VB JJ NN NN NN RB VB VB NN RB,0.0
be sure not get anything other bagel,VB JJ RB VB NN JJ NN,0.0
be sure not get anything other bagel,VB JJ RB VB NN JJ NN,2.0
turkey burger be scary,NN NN VB JJ,0.0
worst excuse japanese food ve ever encounter,JJ NN JJ NN NN RB VB,0.0
soup be soy sauce water,NN VB NN NN NN,0.0
sushi be awful,NN VB JJ,0.0
rice be poor quality be cook so badly be hard,NN VB JJ NN VB VB RB RB VB JJ,0.0
furthermore rice have seasoning sushi be bland disgusting,RB NN VB NN NN VB JJ JJ,0.0
furthermore rice have seasoning sushi be bland disgusting,RB NN VB NN NN VB JJ JJ,0.0
fish be adequate inexpertly slice,NN VB JJ RB VB,0.0
be obvious one restaurant have idea about experience japanese cuisine,VB JJ NN NN VB NN RB NN JJ NN,0.0
good fast service,JJ JJ NN,2.0
highly recommend,RB VB,2.0
food be great inexpensive,NN VB JJ JJ,2.0
food be great inexpensive,NN VB JJ JJ,2.0
location be perfect,NN VB JJ,2.0
give try enjoy,VB NN NN,2.0
well place be ghetto not even funny,RB NN VB NN RB RB JJ,0.0
music blast system isnt great want pay least dollar bottle minimun then love here,NN VB NN VB JJ VB VB JJ NN NN NN RB VB RB,0.0
music blast system isnt great want pay least dollar bottle minimun then love here,NN VB NN VB JJ VB VB JJ NN NN NN RB VB RB,0.0
never go back there,RB VB RB RB,0.0
pizza especially margheritta slice,NN RB JJ NN,2.0
pizza especially margheritta slice,NN RB JJ NN,2.0
always busy fast move,RB JJ RB VB,2.0
great atmoshere worth bit,JJ NN NN NN,2.0
great atmoshere worth bit,JJ NN NN NN,2.0
open late well late ever get there night person,JJ RB RB RB RB VB RB NN NN,2.0
winnie staff be best crew find serve,NN NN VB JJ NN VB VB,2.0
winnie staff be best crew find serve,NN NN VB JJ NN VB VB,2.0
food be reliable price be moderate,NN VB JJ NN VB JJ,2.0
food be reliable price be moderate,NN VB JJ NN VB JJ,1.0
more ask,JJ VB,2.0
authentic thai food look further toon,JJ NN NN VB RB NN,2.0
try pad thai sample anything appetizer menu re delicious,VB NN NN NN NN NN NN NN JJ,2.0
try pad thai sample anything appetizer menu re delicious,VB NN NN NN NN NN NN NN JJ,2.0
everything restaurant be special,NN NN VB JJ,2.0
service be attentive yet discreet,NN VB JJ RB JJ,2.0
flavor robust subtle,NN JJ JJ,2.0
brioche lolly party favor be cute sweet touch most memorable meal,NN NN NN NN VB JJ JJ NN RB JJ NN,2.0
save next visit,VB JJ NN,2.0
place be quiet delightful,NN VB JJ JJ,2.0
service be good food be wonderful,NN VB JJ NN VB JJ,2.0
service be good food be wonderful,NN VB JJ NN VB JJ,2.0
do not try caviar try salmon crab salad be good,VB RB VB NN VB NN NN NN VB JJ,2.0
do not try caviar try salmon crab salad be good,VB RB VB NN VB NN NN NN VB JJ,2.0
be definitely good spot snack chat,VB RB JJ NN NN NN,2.0
retired hipster say degree certainty last year lucky strike have be best layer back late night city,JJ NN VB NN NN JJ NN JJ NN VB VB JJ VB RB JJ NN NN,2.0
wait staff be pleasant fun most part gorgeous wonderful aesthetic beautification way not way cuter way,JJ NN VB JJ NN JJ NN JJ JJ JJ NN NN RB NN JJ NN,2.0
food be yummy especially cook perfection mussel spicy tomato sauce shoestring crispy fry,NN VB JJ RB VB NN NN JJ NN NN NN JJ NN,2.0
food be yummy especially cook perfection mussel spicy tomato sauce shoestring crispy fry,NN VB JJ RB VB NN NN JJ NN NN NN JJ NN,2.0
food be yummy especially cook perfection mussel spicy tomato sauce shoestring crispy fry,NN VB JJ RB VB NN NN JJ NN NN NN JJ NN,2.0
best part ls be late night atmosphere delightfully free bt,JJ NN NN VB JJ NN NN RB JJ NN,2.0
get completely delish martini glass drink recommend vanilla shanty mmmm great homey setting great music,VB RB JJ NN NN NN VB NN NN NN JJ JJ NN JJ NN,2.0
get completely delish martini glass drink recommend vanilla shanty mmmm great homey setting great music,VB RB JJ NN NN NN VB NN NN NN JJ JJ NN JJ NN,2.0
get completely delish martini glass drink recommend vanilla shanty mmmm great homey setting great music,VB RB JJ NN NN NN VB NN NN NN JJ JJ NN JJ NN,2.0
get completely delish martini glass drink recommend vanilla shanty mmmm great homey setting great music,VB RB JJ NN NN NN VB NN NN NN JJ JJ NN JJ NN,2.0
get completely delish martini glass drink recommend vanilla shanty mmmm great homey setting great music,VB RB JJ NN NN NN VB NN NN NN JJ JJ NN JJ NN,2.0
get completely delish martini glass drink recommend vanilla shanty mmmm great homey setting great music,VB RB JJ NN NN NN VB NN NN NN JJ JJ NN JJ NN,2.0
house lady dj saturday night have outrageously good taste music moreover take request,NN NN NN NN NN VB RB JJ NN NN RB VB NN,2.0
go wrong place,VB JJ NN,2.0
suan be great place often take friend classmate too,NN VB JJ NN RB VB NN NN RB,2.0
location be good fact hutner college be near price be very reasonable make student go back suan again again,NN VB JJ NN JJ NN VB JJ NN VB RB JJ VB NN VB RB VB RB RB,2.0
location be good fact hutner college be near price be very reasonable make student go back suan again again,NN VB JJ NN JJ NN VB JJ NN VB RB JJ VB NN VB RB VB RB RB,2.0
love thai,VB NN,2.0
noodle shrimp chicken coconut juice be,NN NN NN NN NN VB,2.0
go back suan soon,VB RB VB RB,2.0
summer eat outside terrace great feature suan,NN NN NN NN JJ NN NN,2.0
imagine friendlier staff working restaurant,VB JJ NN NN NN,2.0
imagine better indian food city,VB RB JJ NN NN,2.0
imagine not rush eat,VB RB VB VB,2.0
course past month chef staff change be not better,NN JJ NN NN NN VB VB RB JJ,0.0
course past month chef staff change be not better,NN JJ NN NN NN VB VB RB JJ,0.0
change back be before,VB RB VB RB,0.0
food now be inconsistent,NN RB VB JJ,0.0
be kind place like take friend still keep secret,VB NN NN VB VB NN RB VB NN,2.0
setting be casual romantic,NN VB JJ JJ,2.0
price be very good,NN VB RB JJ,2.0
food be excellent,NN VB JJ,2.0
be daring try balsamic vinegar icecream be wonderful,VB JJ NN JJ NN NN VB JJ,2.0
do not get go go hamburger matter review say,VB RB VB NN VB NN NN NN VB,0.0
be such rip small meat patty steamed bun not worth try,VB JJ VB JJ NN NN JJ NN RB JJ VB,0.0
be such rip small meat patty steamed bun not worth try,VB JJ VB JJ NN NN JJ NN RB JJ VB,0.0
be such rip small meat patty steamed bun not worth try,VB JJ VB JJ NN NN JJ NN RB JJ VB,0.0
rest dim sum pricey chinatown standard be worth,NN JJ NN JJ JJ NN VB JJ,0.0
rest dim sum pricey chinatown standard be worth,NN JJ NN JJ JJ NN VB JJ,2.0
steam fresh so bring hot hot hot table,VB JJ RB VB JJ JJ JJ NN,2.0
wait here be long dim sum do not sharing table typical raucous dim sum atmosphere be not gig be sleek chinatown alternative,NN RB VB JJ JJ NN VB RB NN NN JJ JJ JJ NN NN VB RB NN VB JJ JJ NN,0.0
wait here be long dim sum do not sharing table typical raucous dim sum atmosphere be not gig be sleek chinatown alternative,NN RB VB JJ JJ NN VB RB NN NN JJ JJ JJ NN NN VB RB NN VB JJ JJ NN,0.0
wait here be long dim sum do not sharing table typical raucous dim sum atmosphere be not gig be sleek chinatown alternative,NN RB VB JJ JJ NN VB RB NN NN JJ JJ JJ NN NN VB RB NN VB JJ JJ NN,0.0
few tip skip turnip cake roast pork bun egg custard,JJ NN VB NN NN NN NN NN NN NN,0.0
few tip skip turnip cake roast pork bun egg custard,JJ NN VB NN NN NN NN NN NN NN,0.0
few tip skip turnip cake roast pork bun egg custard,JJ NN VB NN NN NN NN NN NN NN,0.0
be overpriced get better just corner,VB JJ VB RB RB NN,0.0
be overpriced get better just corner,VB JJ VB RB RB NN,0.0
be pleasantly suprised,VB RB JJ,2.0
food be exceptional,NN VB JJ,2.0
choose go special braise lamb shank red wine be excellent,VB VB JJ VB NN NN JJ NN VB JJ,2.0
service be friendly atmosphere be casual,NN VB JJ NN VB JJ,2.0
service be friendly atmosphere be casual,NN VB JJ NN VB JJ,1.0
restaurant be bit noisy be something be overlook once sit down enjoy great meal,NN VB NN JJ VB NN VB VB RB VB RB VB JJ NN,2.0
restaurant be bit noisy be something be overlook once sit down enjoy great meal,NN VB NN JJ VB NN VB VB RB VB RB VB JJ NN,0.0
little place have cute interior decor affordable city price,JJ NN VB JJ JJ NN JJ NN NN,2.0
little place have cute interior decor affordable city price,JJ NN VB JJ JJ NN JJ NN NN,2.0
pad ew chicken be delicious however pad thai be far too oily,NN JJ NN VB JJ RB NN NN VB RB RB JJ,2.0
pad ew chicken be delicious however pad thai be far too oily,NN JJ NN VB JJ RB NN NN VB RB RB JJ,0.0
have eat ginger house several time be always good,VB VB NN NN JJ NN VB RB JJ,2.0
fried dumpling be great,JJ NN VB JJ,2.0
finally reliable chinese restaurant,RB JJ JJ NN,2.0
place be so much better serve be run group actually understand customer service,NN VB RB RB RB VB VB VB NN RB VB NN NN,0.0
be not helpful least give grand run around so time event date roll not only regret chose place also become hostile,VB RB JJ JJ VB JJ NN RB RB NN NN NN NN RB RB VB VB NN RB VB JJ,0.0
nobody restaurant give firm answer anything end not person take responsibility anything,NN NN VB JJ NN NN NN RB NN VB NN NN,0.0
terrible terrible management deserve be shut,JJ JJ NN VB VB VB,0.0
terrible terrible management deserve be shut,JJ JJ NN VB VB VB,0.0
never fail please,RB VB VB,2.0
delicious bagel especially right oven,JJ NN RB RB NN,2.0
spread topping be great bit pricey,NN NN VB JJ NN JJ,2.0
spread topping be great bit pricey,NN NN VB JJ NN JJ,2.0
spread topping be great bit pricey,NN NN VB JJ NN JJ,0.0
spread topping be great bit pricey,NN NN VB JJ NN JJ,0.0
service be fast friendly,NN VB JJ JJ,2.0
only drawback not toast bagel do not make egg bagel,JJ NN RB NN NN VB RB VB NN NN,0.0
be highly forgivable,VB RB JJ,2.0
food be decent best ambience well be matter opinion consider be sweet thing think be just annoying,NN VB JJ JJ NN RB VB NN NN VB VB JJ NN VB VB RB JJ,0.0
food be decent best ambience well be matter opinion consider be sweet thing think be just annoying,NN VB JJ JJ NN RB VB NN NN VB VB JJ NN VB VB RB JJ,0.0
celebrity make sweat then ride most part then just yawn what hype,NN VB VB RB NN JJ NN RB RB NN VB NN,0.0
rao be good restaurant be nothing special,NN VB JJ NN VB NN JJ,1.0
last night spice grill be only place eating indian cuisine,JJ NN NN NN VB JJ NN NN JJ NN,2.0
try shrimp appetizer,VB NN NN,2.0
even indian friend not believe good tasty everything be,RB JJ NN RB VB JJ JJ NN VB,2.0
place have correct ambience excellent staff make feel guest friend same time,NN VB NN NN JJ NN VB VB NN NN JJ NN,2.0
place have correct ambience excellent staff make feel guest friend same time,NN VB NN NN JJ NN VB VB NN NN JJ NN,2.0
great food great price great service,JJ NN JJ NN JJ NN,2.0
great food great price great service,JJ NN JJ NN JJ NN,2.0
great food great price great service,JJ NN JJ NN JJ NN,2.0
be look good quality cheap eat be place,VB VB JJ NN RB VB VB NN,2.0
be look good quality cheap eat be place,VB VB JJ NN RB VB VB NN,2.0
be perfect place have amanzing indian food,VB JJ NN VB NN JJ NN,2.0
really love different inovated touch be cheff give food,RB VB JJ JJ NN VB NN VB NN,2.0
also be great have dinner very romantic confortable place service be just perfect re so frendly never want live place,RB VB JJ VB NN RB JJ JJ NN NN VB RB JJ NN RB RB RB VB VB NN,2.0
also be great have dinner very romantic confortable place service be just perfect re so frendly never want live place,RB VB JJ VB NN RB JJ JJ NN NN VB RB JJ NN RB RB RB VB VB NN,2.0
bagel be fine be little overcook not really special bagel experience,NN VB JJ VB JJ VB RB RB JJ NN NN,0.0
great bagel make old fashion way,JJ NN VB JJ VB NN,2.0
great bagel make old fashion way,JJ NN VB JJ VB NN,2.0
drawback service be slow do not toast,NN NN VB JJ VB RB NN,0.0
food be absolutely amazing,NN VB RB JJ,2.0
baked clam octopus share appetizer be best have ever have,JJ NN NN VB NN VB JJ VB RB VB,2.0
lamb be tender full flavor dessert be divine,NN VB NN JJ NN NN VB JJ,2.0
lamb be tender full flavor dessert be divine,NN VB NN JJ NN NN VB JJ,2.0
waiter be attentive,NN VB JJ,2.0
place be beautiful bar scene seem be happen,NN VB JJ NN NN VB VB VB,2.0
place be beautiful bar scene seem be happen,NN VB JJ NN NN VB VB VB,2.0
downtown dinner fix appetizer be waiter give poor suggestion try potato stuff kanish best,JJ NN VB NN VB NN VB JJ NN VB NN NN VB RB,1.0
downtown dinner fix appetizer be waiter give poor suggestion try potato stuff kanish best,JJ NN VB NN VB NN VB JJ NN VB NN NN VB RB,0.0
downtown dinner fix appetizer be waiter give poor suggestion try potato stuff kanish best,JJ NN VB NN VB NN VB JJ NN VB NN NN VB RB,2.0
small serving main entree have salmon wasnt impressed girlfriend have chicken be good,JJ NN JJ NN VB NN VB JJ NN VB NN VB JJ,0.0
small serving main entree have salmon wasnt impressed girlfriend have chicken be good,JJ NN JJ NN VB NN VB JJ NN VB NN VB JJ,2.0
small serving main entree have salmon wasnt impressed girlfriend have chicken be good,JJ NN JJ NN VB NN VB JJ NN VB NN VB JJ,0.0
dessert be joke dont,NN VB NN VB,0.0
volare virgin weekly regular everyone get treat same ask more service be friendly,NN NN JJ NN NN VB VB JJ VB JJ NN VB JJ,2.0
restaurant have family feel not least regard portion be enormous veal alone have single handedly solve third world famine,NN VB NN VB RB JJ NN NN VB JJ NN RB VB JJ RB VB JJ NN NN,2.0
restaurant have family feel not least regard portion be enormous veal alone have single handedly solve third world famine,NN VB NN VB RB JJ NN NN VB JJ NN RB VB JJ RB VB JJ NN NN,2.0
restaurant have family feel not least regard portion be enormous veal alone have single handedly solve third world famine,NN VB NN VB RB JJ NN NN VB JJ NN RB VB JJ RB VB JJ NN NN,2.0
pasta be excellent especially calamari be fill pasta main,NN VB JJ RB NN VB VB NN NN,2.0
pasta be excellent especially calamari be fill pasta main,NN VB JJ RB NN VB VB NN NN,2.0
pasta be excellent especially calamari be fill pasta main,NN VB JJ RB NN VB VB NN NN,2.0
pasta be excellent especially calamari be fill pasta main,NN VB JJ RB NN VB VB NN NN,2.0
wine list be extensive easily hike otherwise reasonably price meal,NN NN VB JJ RB NN RB RB VB NN,2.0
wine list be extensive easily hike otherwise reasonably price meal,NN NN VB JJ RB NN RB RB VB NN,2.0
still quibble bill be off set pour own measure liquer be courtesey house,RB NN NN VB RB NN NN JJ NN NN VB NN NN,1.0
still quibble bill be off set pour own measure liquer be courtesey house,RB NN NN VB RB NN NN JJ NN NN VB NN NN,2.0
fantastic place,JJ NN,2.0
cute decorative,JJ JJ,2.0
pleasant surprise,JJ NN,2.0
go there relax feel somewhere else,VB RB VB VB RB RB,2.0
lucky strike be great casual place just grab bite eat,JJ NN VB JJ JJ NN RB VB NN VB,2.0
great food great decor great service,JJ NN JJ NN JJ NN,2.0
great food great decor great service,JJ NN JJ NN JJ NN,2.0
great food great decor great service,JJ NN JJ NN JJ NN,2.0
recommend,VB,2.0
be perfect spot meeting friend have lunch dinner pre theatre theatre drink,VB JJ NN NN NN VB NN NN JJ NN NN NN,2.0
always ask bartender seasonal beer,RB VB NN JJ NN,2.0
guarantee be tasty experience,VB VB JJ NN,2.0
excellent spot holiday get together co worker friend have not see,JJ NN NN VB NN JJ NN NN VB RB VB,2.0
have be do above heartland brewery year now have never be disappoint,VB VB VB JJ NN NN NN RB VB RB VB VB,2.0
person bring there go back own bring friend,NN VB RB VB RB JJ VB NN,2.0
go there once yes go back,VB RB RB RB VB RB,2.0
great place,JJ NN,2.0
not typical nyc gimmick theme restaurant,RB JJ NN NN NN NN,2.0
cool bar great food ton excellent beer,JJ NN JJ NN NN JJ NN,2.0
cool bar great food ton excellent beer,JJ NN JJ NN NN JJ NN,2.0
cool bar great food ton excellent beer,JJ NN JJ NN NN JJ NN,2.0
cool bar great food ton excellent beer,JJ NN JJ NN NN JJ NN,2.0
even be pub atmosphere be great kid too,RB VB NN NN VB JJ NN RB,2.0
love,VB,2.0
shrimp scampi be excellent antipastus be plentiful,NN NN VB JJ NN VB JJ,2.0
shrimp scampi be excellent antipastus be plentiful,NN NN VB JJ NN VB JJ,2.0
be expensive well money,VB JJ RB NN,0.0
be expensive well money,VB JJ RB NN,2.0
venture island manhattan seem find great italian restaurant drive corona,NN NN JJ VB VB JJ JJ NN NN NN,2.0
only thing more wonderful food be exceptional be service,JJ NN RB JJ NN VB JJ VB NN,2.0
only thing more wonderful food be exceptional be service,JJ NN RB JJ NN VB JJ VB NN,2.0
only thing waiter do not do be chin leave,JJ NN NN VB RB VB VB NN VB,2.0
wonderful holiday time,JJ NN NN,2.0
cozy romantic atomosphere only table most,JJ JJ RB JJ NN JJ,2.0
service be very prompt slightly rush,NN VB RB JJ RB VB,2.0
food be very good not consider world,NN VB RB JJ RB VB NN,1.0
go here romantic dinner not all out dining experience,VB RB JJ NN RB RB RB JJ NN,2.0
go here romantic dinner not all out dining experience,VB RB JJ NN RB RB RB JJ NN,0.0
friend milan be pleasantly surprise arrive everyone speak italian,NN NN VB RB VB VB NN VB JJ,2.0
too bad food be not same heritage,RB JJ NN VB RB JJ NN,0.0
porcini mushroom pasta special be tasteless be seafood tagliatelle,NN NN NN JJ VB JJ VB NN NN,0.0
porcini mushroom pasta special be tasteless be seafood tagliatelle,NN NN NN JJ VB JJ VB NN NN,0.0
real dissapointment,JJ NN,0.0
be not icing cake tiramisu resemble nothing have ever have,VB RB NN NN NN VB NN VB RB VB,0.0
have call mascarpone chocolate chip good far cry name imply,VB VB NN NN NN JJ RB VB NN VB,0.0
price upper intermediate range,VB JJ JJ NN,0.0
really like place,RB VB NN,2.0
everything have be good eater,NN VB VB JJ NN,2.0
be pretty inexpensive too,VB JJ JJ RB,2.0
place have best chinese style bbq rib city,NN VB JJ JJ NN NN NN NN,2.0
place have best chinese style bbq rib city,NN VB JJ JJ NN NN NN NN,2.0
also recommend rice dish different variety congee rice porridge,RB VB NN NN JJ NN JJ NN NN,2.0
also recommend rice dish different variety congee rice porridge,RB VB NN NN JJ NN JJ NN NN,2.0
great go quick lunch either alone friend,JJ VB JJ NN RB RB NN,2.0
definately not place go want impress someone,RB RB NN VB VB VB NN,0.0
